video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier,expected_completion,attrition_residual,residual_norm,pause_norm,dropoff_norm,bored_score,is_bored
v10,15,225,240,281,0.7595,0.0214,18,4,17,0.0641,0.0142,0.7432,0.0214,0.0108,0.0118,-0.3685272025839652,False,0.7552223912916816,-0.004277608708318392,0.4168696311313879,0.16723193321158364,0.0214,0.20875423909487192,False
v10,16,240,255,275,0.7432,0.0036,10,9,19,0.0364,0.0327,0.7405,-0.0178,-0.0162999999999999,0.0083333333333333,-0.4633497366844237,False,0.7389043996736291,-0.004295600326370885,0.41681972890725155,0.0949647795460475,0.0036,0.18716084747211012,False
v10,17,255,270,274,0.7405,0.0073,6,6,13,0.0219,0.0219,0.7351,0.0037,0.0136,0.0107666666666666,-0.443639434652306,False,0.7225864725078281,-0.0179135274921719,0.3790485372491436,0.05713540307852857,0.0073,0.1659664955153632,False
v10,18,270,285,272,0.7351,0.011,13,4,14,0.0478,0.0147,0.727,0.0036999999999999,-0.0027000000000001,0.0073,-0.4239291326201882,False,0.7062686097942787,-0.02883139020572123,0.34876634525108363,0.12470649621706237,0.011,0.16884783734384592,False
v10,19,285,300,269,0.727,0.0074,11,3,15,0.0409,0.0112,0.7216,-0.0035999999999999,-0.0026999999999999,0.0085666666666666,-0.443106723786573,False,0.6899508115320714,-0.037049188467928595,0.3259731529105485,0.10670493086355336,0.0074,0.1546902473369301,False
v10,20,300,315,267,0.7216,0.015,14,9,15,0.0524,0.0337,0.7108,0.0075999999999999,0.0027,0.0111333333333333,-0.4026206979908716,False,0.6736330777212061,-0.047966922278793955,0.2956913184417896,0.13670753978606837,0.015,0.15161803533392954,False
v10,21,315,330,263,0.7108,0.0038,10,1,15,0.038,0.0038,0.7081,-0.0112,-0.0054,0.0087333333333333,-0.4622843149529579,False,0.6573154083616828,-0.0534845916383172,0.28038730452343025,0.09913905557004958,0.0038,0.13350273292338202,False
v10,22,330,345,262,0.7081,0.0076,13,0,14,0.0496,0.0,0.7027,0.0038,0.0080999999999999,0.0088,-0.4420413020551073,False,0.640997803452592,-0.0671021965474079,0.242617006688576,0.1294025567440647,0.0076,0.12596731402424335,False
v10,23,345,360,260,0.7027,0.0038,11,4,10,0.0423,0.0154,0.7,-0.0038,-0.0026999999999999,0.0050666666666666,-0.4622843149529579,False,0.6246802629948434,-0.07801973700515663,0.21233570851124656,0.11035742238455518,0.0038,0.10852576788140966,False
v10,24,360,375,259,0.7,0.0116,12,5,18,0.0463,0.0193,0.6919,0.0078,0.0026999999999999,0.0076666666666666,-0.4207328674257907,False,0.6083627869875272,-0.09163721301247274,0.17456576820317107,0.12079311244456041,0.0116,0.09862492977018052,False
v10,25,375,390,256,0.6919,0.0117,18,2,22,0.0703,0.0078,0.6838,0.0001,-0.0053999999999999,0.0090333333333333,-0.4202001565600577,False,0.5920453754306436,-0.09985462456935634,0.15177364844297223,0.18340725280459172,0.0117,0.10207090993810723,False
v10,26,390,405,253,0.6838,0.004,5,2,15,0.0198,0.0079,0.6811,-0.0077,0.0,0.0090999999999999,-0.4612188932214921,False,0.5757280283223736,-0.10807197167762639,0.1289817074398562,0.05165666579702584,0.004,0.06352401613534765,False
v10,27,405,420,252,0.6811,0.0159,10,8,19,0.0397,0.0317,0.6703,0.0119,0.0054,0.0105333333333333,-0.3978263001992754,False,0.5594107456645361,-0.12168925433546396,0.09121230341311944,0.10357422384555179,0.0159,0.06355976613435813,False
v10,28,420,435,248,0.6703,0.0081,11,0,13,0.0444,0.0,0.6649,-0.0078,-0.0081000000000001,0.0093333333333333,-0.4393777477264427,False,0.5430935274562216,-0.12720647254377837,0.07590954082461142,0.11583615966605793,0.0081,0.05677104826305616,False
v10,29,435,450,246,0.6649,0.0122,15,2,16,0.061,0.0081,0.6568,0.0041,0.0054,0.0120666666666666,-0.4175366022313932,False,0.5267763736974302,-0.1381236263025698,0.045629315209960004,0.15914427341507958,0.0122,0.054960580766999924,False
v10,30,450,465,243,0.6568,0.0165,22,2,9,0.0905,0.0082,0.6459,0.0043,-0.0027,0.0122666666666666,-0.394630035004878,False,0.5104592843872524,-0.14634071561274764,0.022838089245265886,0.23610748760761807,0.0165,0.06295673321962997,False
v10,31,465,480,239,0.6459,0.0209,33,2,20,0.1381,0.0084,0.6324,0.0043999999999999,-0.0028,0.0165333333333333,-0.3711907569126297,False,0.49414225952568813,-0.1517577404743119,0.007813226667302149,0.36029219932168016,0.0209,0.0835437305312569,False
v10,32,480,495,234,0.6324,0.0342,70,6,12,0.2991,0.0256,0.6108,0.0133,-0.0026,0.0238666666666666,-0.3003402117701523,False,0.4778252991118279,-0.15457470088817205,0.0,0.7803287242368901,0.0342,0.16974574484737803,False
v10,33,495,510,226,0.6108,0.0487,57,2,10,0.2522,0.0088,0.5811,0.0144999999999999,-0.0080999999999998,0.0346,-0.2230971362388798,False,0.46150840314658126,-0.14929159685341875,0.01465341476840339,0.657970258283329,0.0487,0.15693541756402715,False
v10,34,510,525,215,0.5811,0.0744,75,5,9,0.3488,0.0233,0.5378,0.0256999999999999,-0.0081000000000001,0.0524333333333333,-0.0861904437455211,False,0.44519157162903866,-0.1359084283709613,0.05177347096999032,0.9099921732324551,0.0744,0.23246782303448715,False
v10,35,525,540,199,0.5378,0.0955,72,2,9,0.3618,0.0101,0.4865,0.0211,-0.0135999999999999,0.0728666666666666,0.0262115489241236,False,0.4288748045601096,-0.10892519543989032,0.12661517412980475,0.9439081659274721,0.0955,0.27762770283741633,False
v10,36,540,555,180,0.4865,0.0944,69,7,4,0.3833,0.0389,0.4405,-0.0011,-0.0079999999999999,0.0881,0.0203517294010615,False,0.41255810193706566,-0.07394189806293433,0.22364615498098395,1.0,0.0944,0.32721846199239357,True
v10,37,555,570,163,0.4405,0.0675,46,1,7,0.2822,0.0061,0.4108,-0.0268999999999999,0.0052999999999999,0.0858,-0.1229474934810921,False,0.39624146376172575,-0.04425853623827425,0.30597703653774794,0.7362379337333682,0.0675,0.29663840136177283,True
v10,38,570,585,152,0.4108,0.1316,27,0,6,0.1776,0.0,0.3568,0.0640999999999999,0.0162999999999999,0.0978333333333333,0.2185201714537053,False,0.3799248900340899,-0.030875109965910086,0.3430978077550531,0.4633446386642317,0.1316,0.28254805083486756,False
v10,39,585,600,132,0.3568,0.1818,20,1,6,0.1515,0.0076,0.2919,0.0501999999999999,-0.0242999999999999,0.1269666666666666,0.4859410260516278,False,0.36360838075142965,0.0068083807514296435,0.4476181457552197,0.39525176102269766,0.1818,0.33081761050662745,True
v10,40,600,615,108,0.2919,0.1296,5,0,10,0.0463,0.0,0.2541,-0.0521999999999999,-0.0109,0.1476666666666666,0.207865954139047,False,0.34729193591647345,0.055391935916473456,0.5823713098182169,0.12079311244456041,0.1296,0.3089471464161989,True
v10,41,615,630,94,0.2541,0.1383,6,3,5,0.0638,0.0319,0.2189,0.0087,0.0271,0.1499,0.2542117994578106,False,0.3309755555274023,0.07687555552740233,0.6419590799652128,0.16644925645708322,0.1383,0.3453934832775018,True
v10,42,630,645,81,0.2189,0.2222,2,0,1,0.0247,0.0,0.1703,0.0839,0.0026,0.1633666666666667,0.7011562158077248,False,0.31465923958421627,0.09575923958421625,0.6943355717056225,0.06444038612053223,0.2222,0.3795023059063555,True
v10,43,645,660,63,0.1703,0.1905,2,0,4,0.0317,0.0,0.1378,-0.0317,-0.0134,0.1836666666666666,0.5322868713703913,False,0.2983429880860058,0.12804298808600578,0.7838789829206232,0.08270284372554136,0.1905,0.4062921619133576,True
v10,44,660,675,51,0.1378,0.1373,0,0,2,0.0,0.0,0.1189,-0.0532,0.0161,0.1833333333333333,0.2488846908004814,False,0.2820268010327709,0.14422680103277088,0.8287670112621434,0.0,0.1373,0.3864268045048574,True
v10,45,675,690,44,0.1189,0.2273,0,0,1,0.0,0.0,0.0919,0.09,0.0136,0.1850333333333333,0.7283244699601034,False,0.26571067842633056,0.14681067842633055,0.8359337501545565,0.0,0.2273,0.42529350006182265,True
v10,46,690,705,34,0.0919,0.4118,0,0,1,0.0,0.0,0.0541,0.1845,-0.0081,0.2588,1.7111760172373285,True,0.24939462026304682,0.15749462026304684,0.8655671304675399,0.0,0.4118,0.510946852187016,True
v10,47,705,720,20,0.0541,0.8,2,0,1,0.1,0.0,0.0108,0.3882,-0.0107999999999999,0.4797,3.7791595980124986,True,0.23307862654564815,0.17897862654564814,0.9251559731015353,0.26089225150013046,0.8,0.7422408395406402,True
v10,48,720,725,4,0.0108,1.0,0,0,0,0.0,0.0,0.0108,0.1999999999999999,-0.0055,0.7372666666666667,4.844581329478325,True,0.21676269727140607,0.20596269727140606,1.0,0.0,1.0,0.8,True
v11,0,0,15,336,1.0,0.0149,29,7,47,0.0863,0.0208,0.9851,0.0,0.0,0.0149,-0.4092014713149031,False,1.0,0.0,0.31647719555825715,0.28642548954530367,0.017384202543460507,0.1908296571497478,False
v11,1,15,30,331,0.9851,0.0181,28,18,42,0.0846,0.0544,0.9673,0.0032,0.0,0.0165,-0.38980170391387,False,0.9837574084440348,-0.0013425915559651669,0.3118799313027483,0.2807832724858944,0.02111772255279431,0.18935571603939594,False
v11,2,30,45,325,0.9673,0.0308,22,13,28,0.0677,0.04,0.9375,0.0127,-0.0028999999999999,0.0212666666666666,-0.31280887704102,False,0.9675148712894952,0.00021487128949515544,0.3172129517860855,0.2246929970129439,0.03593513008983783,0.18619783215295813,False
v11,3,45,60,315,0.9375,0.0254,27,8,25,0.0857,0.0254,0.9137,-0.0054,-0.0120000000000001,0.0247666666666666,-0.3455459845302633,False,0.9512723885363812,0.013772388536381186,0.3636362211382805,0.2844341188184534,0.029634815074087037,0.21419523824863768,False
v11,4,60,75,307,0.9137,0.0195,21,6,17,0.0684,0.0195,0.8958,-0.0058999999999999,0.006,0.0252333333333333,-0.381314305675918,False,0.9350299601837833,0.021329960183783303,0.3895146454726803,0.22701626286093593,0.022751137556877844,0.21030956578401044,False
v11,5,75,90,301,0.8958,0.0266,27,8,16,0.0897,0.0266,0.872,0.0070999999999999,0.0059000000000001,0.0238333333333333,-0.3382710717548759,False,0.9187875862317014,0.022987586231701385,0.39519064197752635,0.29770992366412213,0.031034885077587213,0.23003219555486987,True
v11,6,90,105,293,0.872,0.0546,34,6,12,0.116,0.0205,0.8244,0.028,-0.0059000000000001,0.0335666666666666,-0.1685231069958364,False,0.9025452666792262,0.03054526667922619,0.42106943886224707,0.3849983405243943,0.06370318515925796,0.2709087177134809,True
v11,7,105,120,277,0.8244,0.0108,11,4,7,0.0397,0.0144,0.8155,-0.0438,-0.0237999999999999,0.0306666666666666,-0.4340574232974767,False,0.8863030015281765,0.061903001528176516,0.5284437128283667,0.13176236309326253,0.012600630031501575,0.24277020976259983,True
v11,8,120,135,274,0.8155,0.0073,9,7,15,0.0328,0.0255,0.8095,-0.0035,0.0386999999999999,0.0242333333333333,-0.4552759188923567,False,0.8700607907767335,0.05456079077673348,0.5033027212184824,0.10886159973448391,0.008517092521292732,0.22650024544280684,False
v11,9,135,150,272,0.8095,0.0,5,4,10,0.0184,0.0147,0.8095,-0.0073,0.0029,0.0060333333333333,-0.4995316382759634,False,0.853818634424897,0.04431863442489703,0.46823181742318704,0.061068702290076333,0.0,0.19950646742729009,False
v11,10,150,165,272,0.8095,0.0037,6,2,12,0.0221,0.0074,0.8065,0.0037,0.006,0.0036666666666666,-0.4771006572185189,False,0.8375765324726672,0.02807653247266717,0.4126160686069822,0.07334882177231995,0.0043168825107922065,0.18144294480157375,False
v11,11,165,180,271,0.8065,0.0111,9,3,8,0.0332,0.0111,0.7976,0.0074,-0.003,0.0049333333333333,-0.4322386951036299,False,0.8213344849200439,0.014834484920043911,0.36727302171163706,0.11018918021905078,0.01295064753237662,0.17412730374141563,False
v11,12,180,195,268,0.7976,0.0,8,5,13,0.0299,0.0187,0.7976,-0.0111,-0.0059,0.0049333333333333,-0.4995316382759634,False,0.8050924917670272,0.007492491767027265,0.3421327751961662,0.09923664122137404,0.0,0.1567004383227413,False
v11,13,195,210,268,0.7976,0.0037,12,3,14,0.0448,0.0112,0.7946,0.0037,0.0089,0.0049333333333333,-0.4771006572185189,False,0.7888505530127077,-0.008749446987292298,0.286517585197657,0.1486890142714902,0.0043168825107922065,0.14607158993767771,False
v11,14,210,225,267,0.7946,0.0037,7,3,7,0.0262,0.0112,0.7917,0.0,-0.003,0.0024666666666666,-0.4771006572185189,False,0.7726086686579947,-0.02199133134200526,0.24117509712000762,0.08695652173913043,0.0043168825107922065,0.11558809620014601,False
v11,15,225,240,266,0.7917,0.0075,9,2,15,0.0338,0.0075,0.7857,0.0037999999999999,9.9999999999989e-05,0.0049666666666666,-0.4540634334297921,False,0.7563668387010694,-0.035333161298930604,0.19549037812149114,0.11218055094590108,0.008750437521876094,0.10413243644652713,False
v11,16,240,255,264,0.7857,0.0038,8,7,10,0.0303,0.0265,0.7827,-0.0036999999999999,-0.0030999999999999,0.005,-0.4764944144872367,False,0.7401250631428411,-0.045574936857158854,0.16042077822896195,0.10056422170594093,0.004433555011083888,0.08605457763720653,False
v11,17,255,270,263,0.7827,0.0038,11,2,10,0.0418,0.0076,0.7798,0.0,0.003,0.0050333333333333,-0.4764944144872367,False,0.72388334198331,-0.058816658016690004,0.11507884895966544,0.13873216063723862,0.004433555011083888,0.07555139371574746,False
v11,18,270,285,262,0.7798,0.0153,17,3,5,0.0649,0.0115,0.7679,0.0115,0.0001000000000001,0.0076333333333333,-0.406776500389774,False,0.7076416752224759,-0.07215832477752415,0.06939468877261576,0.21539993362097576,0.017850892544627232,0.07797821925109236,False
v11,19,285,300,258,0.7679,0.0078,7,8,14,0.0271,0.031,0.7619,-0.0075,-0.0090000000000001,0.0089666666666666,-0.4522447052359453,False,0.6914000628594295,-0.07649993714057057,0.054528261794710396,0.0899435778294059,0.009100455022751138,0.0434402022928658,False
v11,20,300,315,256,0.7619,0.0156,21,2,8,0.082,0.0078,0.75,0.0078,0.0059,0.0129,-0.4049577721959271,False,0.6751585048941706,-0.0867414951058294,0.01945940697790891,0.27215399933620976,0.018200910045502276,0.06949492667660642,False
v11,21,315,330,252,0.75,0.0198,34,7,7,0.1349,0.0278,0.7351,0.0042,-0.0059,0.0144,-0.3794955774820712,False,0.6589170013257899,-0.0910829986742101,0.004593352531638866,0.4477265184201792,0.02310115505775289,0.10062310671979255,False
v11,22,330,345,247,0.7351,0.0283,54,3,13,0.2186,0.0121,0.7143,0.0084999999999999,-0.003,0.0212333333333333,-0.3279649453230771,False,0.6426755521551968,-0.09242444784480319,0.0,0.7255227348157981,0.033018317582545795,0.15831187399617797,False
v11,23,345,360,240,0.7143,0.0458,59,5,12,0.2458,0.0208,0.6815,0.0175,-0.0058999999999999,0.0313,-0.2218724673486774,False,0.6264341573823913,-0.08786584261760877,0.01560944784200647,0.8157982077663458,0.053436005133590016,0.19077782274350777,False
v11,24,360,375,229,0.6815,0.0524,69,4,8,0.3013,0.0175,0.6458,0.0066,-0.0120000000000001,0.0421666666666666,-0.1818604470840466,False,0.6101928170064639,-0.07130718299353611,0.07230914453729938,1.0,0.06113639015284098,0.25337821387605614,True
v11,25,375,390,217,0.6458,0.0553,54,3,11,0.2488,0.0138,0.6101,0.0029,-0.0028999999999999,0.0511666666666666,-0.1642794078768604,False,0.5939515310283241,-0.05184846897167594,0.13893912595898122,0.8257550614005974,0.06451989266129973,0.24653461972823187,True
v11,26,390,405,205,0.6101,0.0293,42,2,9,0.2049,0.0098,0.5923,-0.026,-1.1102230246251563e-16,0.0456666666666666,-0.3219025180102542,False,0.5777102994452434,-0.03238970055475654,0.20556929363869547,0.6800531032193826,0.03418504258546261,0.23191235513353975,True
v11,27,405,420,199,0.5923,0.0452,30,2,6,0.1508,0.0101,0.5655,0.0158999999999999,0.0179000000000001,0.0432666666666666,-0.2255099237363711,False,0.5614691222599504,-0.030830877740049667,0.21090697089048766,0.5004978426817125,0.05273597013183992,0.20555674494527354,False
v11,28,420,435,190,0.5655,0.0579,16,3,9,0.0842,0.0158,0.5327,0.0127,-0.0090000000000001,0.0441333333333333,-0.148517096863521,False,0.545227999470626,-0.020272000529374057,0.24706238134519565,0.2794556920013276,0.06755337766888345,0.18173744200589717,False
v11,29,435,450,179,0.5327,0.0168,9,0,5,0.0503,0.0,0.5238,-0.0411,-0.006,0.0399666666666666,-0.3976828594205397,False,0.5289869310772701,-0.003713068922729823,0.30376300935556266,0.16694324593428475,0.01960098004900245,0.162734244948683,False
v11,30,450,465,176,0.5238,0.0114,6,0,6,0.0341,0.0,0.5179,-0.0053999999999999,0.0239000000000001,0.0287,-0.4304199669097831,False,0.5127459170798829,-0.011054082920117114,0.2786261156372663,0.11317623630932624,0.013300665033251663,0.13940595953007245,False
v11,31,465,480,174,0.5179,0.0172,7,1,9,0.0402,0.0057,0.5089,0.0058,0.0029999999999998,0.0151333333333333,-0.3952578884954106,False,0.49650495747937384,-0.021395042520626184,0.2432168925359745,0.13342183869897112,0.020067670050169177,0.1319981927742517,False
v11,32,480,495,171,0.5089,0.0,3,1,9,0.0175,0.0058,0.5089,-0.0172,-0.0030999999999999,0.0095333333333333,-0.4995316382759634,False,0.4802640522739239,-0.02863594772607614,0.2184227885282129,0.058081646199800864,0.0,0.09898544465124534,False
v11,33,495,510,171,0.5089,0.0234,1,2,9,0.0058,0.0117,0.497,0.0234,0.009,0.0135333333333333,-0.3576708391559089,False,0.46402320146353304,-0.04487679853646698,0.16281132383671415,0.019249917026219712,0.027301365068253414,0.07989505896723097,False
v11,34,510,525,167,0.497,0.018,5,0,8,0.0299,0.0,0.4881,-0.0054,-0.0119,0.0138,-0.3904079466451523,False,0.4477824050491108,-0.049217594950889176,0.14794769080714534,0.09923664122137404,0.021001050052502624,0.087426824588134,False
v11,35,525,540,164,0.4881,0.0244,3,0,9,0.0183,0.0,0.4762,0.0064,0.003,0.0219333333333333,-0.3516084118430861,False,0.43154166302883823,-0.05655833697116175,0.12281172838523789,0.06073680716893461,0.028468090071170227,0.07265928881635017,False
v11,36,540,555,160,0.4762,0.0125,6,2,6,0.0375,0.0125,0.4702,-0.0119,-0.0029999999999999,0.0183,-0.423751296865678,False,0.41530097540453426,-0.060899024595465756,0.10794846787173289,0.1244606704281447,0.014584062536460158,0.07390514624890616,False
v11,37,555,570,158,0.4702,0.0127,4,2,3,0.0253,0.0127,0.4643,0.0001999999999999,0.0058999999999999,0.0165333333333333,-0.4225388114031133,False,0.3990603421743799,-0.0711396578256201,0.07288277950687488,0.08396946564885496,0.014817407537043518,0.051873967947338354,False
v11,38,570,585,156,0.4643,0.0192,8,2,6,0.0513,0.0128,0.4554,0.0064999999999999,9.9999999999989e-05,0.0148,-0.3831330338697649,False,0.3828197633383752,-0.0814802366616248,0.03747486020869276,0.17026219714570195,0.0224011200560028,0.05800283153501862,False
v11,39,585,600,153,0.4554,0.1111,4,1,6,0.0261,0.0065,0.4048,0.0919,-0.0029999999999999,0.0476666666666666,0.1740040361786539,False,0.3665792388983391,-0.08882076110166093,0.012339642818913091,0.08662462661798871,0.12962314782405787,0.07411004158078613,False
v11,40,600,615,136,0.4048,0.1324,5,2,3,0.0368,0.0147,0.3512,0.0212999999999999,-0.0417,0.0875666666666666,0.3031337379417803,False,0.35033876885063364,-0.05446123114936635,0.12999257917468646,0.12213740458015267,0.15447439038618596,0.1382142687403795,False
v11,41,615,630,118,0.3512,0.1271,2,1,3,0.0169,0.0085,0.3065,-0.0052999999999999,-0.0029999999999999,0.1235333333333333,0.2710028731838193,False,0.3340983531979873,-0.017101646802012704,0.257918217435748,0.05609027547295054,0.14829074787072685,0.17370164121718007,False
v11,42,630,645,103,0.3065,0.2039,1,0,2,0.0097,0.0,0.244,0.0768,0.0088999999999999,0.1544666666666666,0.7365972908086134,False,0.3178579919385811,0.011357991938581113,0.3553689121950859,0.032193826750746765,0.23789522809473806,0.24374442146607894,True
v11,43,645,660,82,0.244,0.1951,0,0,3,0.0,0.0,0.1964,-0.0088,-0.0177999999999999,0.1753666666666666,0.6832479304557724,False,0.30161768507332454,0.05761768507332454,0.5137700527163959,0.0,0.2276280480690701,0.2965592403141864,True
v11,44,660,675,66,0.1964,0.2727,3,1,2,0.0455,0.0152,0.1429,0.0776,0.0148999999999999,0.2239,1.1536922899308246,True,0.2853774326022176,0.0889774326022176,0.6211512184445837,0.15101228011948223,0.3181659082954148,0.40592930671989585,True
v11,45,675,690,48,0.1429,0.2917,0,1,1,0.0,0.0208,0.1012,0.019,-0.0058999999999999,0.2531666666666667,1.268878408874459,True,0.2691372345225318,0.1262372345225318,0.7487351845246173,0.0,0.34033368335083425,0.43562754715018065,True
v11,46,690,705,34,0.1012,0.4412,0,0,2,0.0,0.0,0.0565,0.1494999999999999,0.0117999999999999,0.3351999999999999,2.175211292141473,True,0.2528970908379051,0.1516970908379051,0.835914108650141,0.0,0.5147590712868977,0.5402692719748154,True
v11,47,705,720,19,0.0565,0.6316,1,0,0,0.0526,0.0,0.0208,0.1904,-0.0029999999999999,0.4548333333333333,3.3294974525029417,True,0.2366570015446996,0.1801570015446996,0.9333657346684963,0.1745768337205443,0.7369035118422589,0.703023065348411,True
v11,48,720,727,7,0.0208,0.8571,0,0,0,0.0,0.0,0.0208,0.2254999999999999,0.0089999999999999,0.6433,4.696574811544491,True,0.2204169666456437,0.1996169666456437,1.0,0.0,1.0,0.8,True
v12,0,0,15,372,1.0,0.0645,142,48,179,0.3817,0.129,0.9355,0.0,0.0,0.0645,-0.4219421739658689,False,1.0,0.0,0.41887506604855856,0.5074448285030577,0.06030262572318647,0.2931600424093096,False
v12,1,15,30,348,0.9355,0.0718,83,39,104,0.2385,0.1121,0.8683,0.0073,0.0,0.06815,-0.3909643851023633,False,0.9394521062685545,0.003952106268554467,0.4407360577211211,0.3170699282105823,0.06842456608811749,0.2670782351658119,False
v12,2,30,45,323,0.8683,0.096,80,14,80,0.2477,0.0433,0.7849,0.0242,-0.0027,0.0774333333333333,-0.2882708932534816,False,0.8813737893469106,0.013073789346910614,0.4911924534416328,0.3293007178941771,0.09534935469514907,0.3004768668335482,False
v12,3,45,60,292,0.7849,0.0103,36,15,55,0.1233,0.0514,0.7769,-0.0857,-0.0161999999999998,0.0593666666666666,-0.6519416474455956,False,0.8256643222032319,0.040764322203231895,0.6443620463236259,0.16391917043339538,0.0,0.2905286526161294,False
v12,4,60,75,289,0.7769,0.0311,39,21,55,0.1349,0.0727,0.7527,0.0208,0.0753999999999999,0.0458,-0.5636761668482098,False,0.7722270861755466,-0.004672913824453451,0.39302694272864996,0.17934060090401488,0.02314196706720071,0.20233568409914326,False
v12,5,75,90,280,0.7527,0.0464,103,10,60,0.3679,0.0357,0.7177,0.0152999999999999,-0.0161999999999999,0.0292666666666666,-0.4987501162164788,False,0.7209694034029951,-0.031730596597004945,0.24335794660979299,0.48909864397766556,0.04016466399643969,0.2112287730380262,False
v12,6,90,105,267,0.7177,0.1386,183,15,41,0.6854,0.0562,0.6183,0.0922,-0.0108,0.0720333333333333,-0.1074963993376817,False,0.6718023760917339,-0.04589762390826613,0.16499333669515973,0.9111938314278117,0.142745883400089,0.30533445432366185,False
v12,7,105,120,230,0.6183,0.1826,173,11,18,0.7522,0.0478,0.5054,0.044,-0.0644,0.1225333333333333,0.0792190403875577,False,0.6246407323367252,0.006340732336725274,0.45394869195634563,1.0,0.19170004450378283,0.4582594945840514,True
v12,8,120,135,188,0.5054,0.0851,86,13,19,0.4574,0.0691,0.4624,-0.0975,-0.0134999999999999,0.1354333333333333,-0.3345253999126887,False,0.5794026782320202,0.07400267823202022,0.828219304954676,0.6080829566604626,0.08322207387627947,0.4861931428644747,True
v12,9,135,150,172,0.4624,0.0407,22,3,26,0.1279,0.0174,0.4435,-0.0443999999999999,0.0699,0.1028,-0.5229382527263393,False,0.5360097560130429,0.07360975601304293,0.8260458640668707,0.17003456527519278,0.03382287494437027,0.377954408659535,True
v12,10,150,165,165,0.4435,0.0424,13,6,20,0.0788,0.0364,0.4247,0.0017,0.0241,0.0560666666666666,-0.5157242471005915,False,0.49438670798484796,0.050886707984847956,0.7003538077393211,0.10475937250731188,0.03571428571428572,0.31537911188290507,False
v12,11,165,180,158,0.4247,0.019,7,3,13,0.0443,0.019,0.4167,-0.0234,9.9999999999989e-05,0.0340333333333333,-0.6150229127726506,False,0.45446134600035926,0.029761346000359234,0.5834993177431056,0.05889391119383143,0.009679572763684911,0.2490503384414825,False
v12,12,180,195,155,0.4167,0.0323,4,3,15,0.0258,0.0194,0.4032,0.0133,0.0107999999999999,0.0312333333333333,-0.5585839275829759,False,0.4161644262622214,-0.0005355737377786274,0.41591255132197347,0.03429938846051582,0.024477080551846907,0.18301573044163133,False
v12,13,195,210,150,0.4032,0.0267,9,4,16,0.06,0.0267,0.3925,-0.0056,-0.0055,0.026,-0.5823477108207337,False,0.3794295292311263,-0.02377047076887373,0.2873892131336498,0.07976601967561818,0.01824655095683133,0.13820750957131608,False
v12,14,210,225,146,0.3925,0.0479,15,4,10,0.1027,0.0274,0.3737,0.0211999999999999,0.0028,0.0356333333333333,-0.4923848171349365,False,0.3441929444323415,-0.04830705556765852,0.15166561677510518,0.13653283701143312,0.041833555852247434,0.10470623645322767,False
v12,15,225,240,139,0.3737,0.0791,14,3,18,0.1007,0.0216,0.3441,0.0312,-0.0081,0.0512333333333333,-0.3599865962388577,False,0.31039355996065077,-0.06330644003934921,0.06869684095088395,0.13387396968891252,0.0765465064530485,0.0848721328993555,False
v12,16,240,255,128,0.3441,0.0625,8,3,12,0.0625,0.0234,0.3226,-0.0166,-0.0107999999999999,0.0631666666666666,-0.4304292394079252,False,0.277972756492076,-0.06612724350792404,0.053093626627650437,0.08308960382876894,0.058077436582109475,0.06108634604965776,False
v12,17,255,270,120,0.3226,0.2167,5,4,15,0.0417,0.0333,0.2527,0.1542,0.0080999999999999,0.1194333333333333,0.2239235061746182,False,0.24687430561856027,-0.07572569438143972,0.0,0.05543738367455464,0.2296395193591455,0.10294328447856912,False
v12,18,270,285,94,0.2527,0.2128,7,2,13,0.0745,0.0213,0.1989,-0.0039,-0.0484,0.164,0.2073737285626083,False,0.21704427232929002,-0.03565572767070996,0.22164616765315903,0.09904280776389258,0.22530040053404538,0.1985871888276603,False
v12,19,285,300,74,0.1989,0.473,8,2,4,0.1081,0.027,0.1048,0.2602,0.0161,0.3008333333333333,1.3115409425741376,True,0.1884309214695281,-0.010469078530471881,0.360965581074674,0.14371177878223879,0.514797507788162,0.37904759130158217,True
v12,20,300,315,39,0.1048,0.7179,3,0,1,0.0769,0.0,0.0296,0.2449,-0.0403,0.4679,2.350782105953936,True,0.1609846280147259,0.0561846280147259,0.729659139576318,0.1022334485509173,0.7872719181130395,0.6272191127859265,True
v12,21,315,320,11,0.0296,0.9091,0,0,0,0.0,0.0,0.0296,0.1912,0.0188999999999999,0.7000000000000001,3.162145562214522,True,0.13465779100429853,0.10505779100429853,1.0,0.0,1.0,0.8,True
v13,0,0,15,395,1.0,0.0101,39,23,69,0.0987,0.0582,0.9899,0.0,0.0,0.0101,-0.3852113978150216,False,1.0,0.0,0.39737676592220716,0.33120805369127515,0.0101,0.22923231710713787,False
v13,1,15,30,391,0.9899,0.0332,50,8,62,0.1279,0.0205,0.957,0.0231,0.0,0.02165,-0.2562427628722228,False,0.9865547750255246,-0.0033452249744754248,0.3888725106101076,0.4291946308724833,0.0332,0.25466793041853975,False
