video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier
v5,12,180,195,294,0.7481,0.0034,17,4,18,0.0578,0.0136,0.7455,0.0,0.005199999999999871,0.005633333333333338,-0.5097409779002627,False
v5,13,195,210,293,0.7455,0.0137,15,5,25,0.0512,0.0171,0.7354,0.0103,-9.999999999987796e-05,0.00683333333333334,-0.4560337194666488,False
v5,14,210,225,289,0.7354,0.0208,26,5,17,0.09,0.0173,0.7201,0.007099999999999999,-0.007500000000000062,0.012633333333333338,-0.4190122112260023,False
v5,15,225,240,283,0.7201,0.0071,9,2,20,0.0318,0.0071,0.715,-0.013699999999999999,-0.0052000000000000934,0.013866666666666673,-0.4904480792396441,False
v5,16,240,255,281,0.715,0.0071,11,10,22,0.0391,0.0356,0.7099,0.0,0.010200000000000098,0.011666666666666672,-0.4904480792396441,False
v5,17,255,270,279,0.7099,0.0036,11,7,14,0.0394,0.0251,0.7074,-0.0035000000000000005,0.0,0.005933333333333339,-0.5086981185132022,False
v5,18,270,285,278,0.7074,0.0072,11,3,17,0.0396,0.0108,0.7023,0.0036,0.0026000000000000467,0.005966666666666672,-0.48992664954611387,False
v5,19,285,300,276,0.7023,0.0181,18,5,21,0.0652,0.0181,0.6896,0.010900000000000002,-0.0026000000000000467,0.00963333333333334,-0.43309081295131857,False
v5,20,300,315,271,0.6896,0.0037,14,4,15,0.0517,0.0148,0.687,-0.014400000000000001,-0.007600000000000051,0.009666666666666672,-0.508176688819672,False
v5,21,315,330,270,0.687,0.0111,23,7,18,0.0852,0.0259,0.6794,0.0074,0.010100000000000109,0.010966666666666673,-0.4695908914984348,False
v5,22,330,345,267,0.6794,0.0075,11,7,19,0.0412,0.0262,0.6743,-0.0036000000000000008,-0.0050000000000001155,0.0074333333333333395,-0.48836236046552317,False
v5,23,345,360,265,0.6743,0.0113,24,4,8,0.0906,0.0151,0.6667,0.0037999999999999996,0.0025000000000000577,0.009966666666666672,-0.46854803211137436,False
v5,24,360,375,262,0.6667,0.0534,49,2,13,0.187,0.0076,0.631,0.042100000000000005,-0.0025000000000000577,0.02406666666666667,-0.24902613113514663,False
v5,25,375,390,248,0.631,0.0605,84,1,15,0.3387,0.004,0.5929,0.007099999999999995,-0.028099999999999903,0.04173333333333334,-0.21200462289450017,False
v5,26,390,405,233,0.5929,0.1288,109,4,15,0.4678,0.0172,0.5165,0.0683,-0.0024000000000000687,0.08090000000000001,0.1441318577866484,False
v5,27,405,420,203,0.5165,0.1232,98,1,11,0.4828,0.0049,0.4529,-0.005599999999999994,-0.0383,0.10416666666666667,0.1149317949489554,False
v5,28,420,435,178,0.4529,0.1348,61,3,11,0.3427,0.0169,0.3919,0.0116,0.012800000000000089,0.12893333333333334,0.17541763939846233,False
v5,29,435,450,154,0.3919,0.1494,38,1,8,0.2468,0.0065,0.3333,0.014600000000000002,0.0025999999999999357,0.1358,0.25154637465387625,False
v5,30,450,465,131,0.3333,0.1908,13,1,4,0.0992,0.0076,0.2697,0.04139999999999999,0.0023999999999999577,0.15833333333333333,0.4674182677753923,False
v5,31,465,480,106,0.2697,0.2264,7,1,8,0.066,0.0094,0.2087,0.03559999999999999,-0.004999999999999949,0.18886666666666665,0.6530472386721549,False
v5,32,480,495,82,0.2087,0.3415,5,0,1,0.061,0.0,0.1374,0.11510000000000004,0.002599999999999991,0.2529,1.2532128159254523,True
v5,33,495,510,54,0.1374,0.3333,3,0,1,0.0556,0.0,0.0916,-0.00820000000000004,-0.010300000000000004,0.3004,1.210455581055973,True
v5,34,510,525,36,0.0916,0.5,0,3,1,0.0,0.0833,0.0458,0.16670000000000001,0.02550000000000001,0.39159999999999995,2.07967888017087,True
v5,35,525,540,18,0.0458,1.0,1,0,0,0.0556,0.0,0.0458,0.5,-6.938893903907228e-18,0.6111,4.686827347822031,True
v6,0,0,15,354,1.0,0.0311,73,24,125,0.2062,0.0678,0.9689,0.0,0.0,0.0311,-0.39670263129962885,False
v6,1,15,30,343,0.9689,0.0379,58,20,74,0.1691,0.0583,0.9322,0.006800000000000004,0.0,0.0345,-0.36405747729191434,False
v6,2,30,45,330,0.9322,0.0394,33,14,42,0.1,0.0424,0.8955,0.0014999999999999944,-0.005599999999999938,0.03613333333333333,-0.356856340378448,False
v6,3,45,60,317,0.8955,0.0789,53,7,32,0.1672,0.0221,0.8249,0.0395,-1.1102230246251565e-16,0.05206666666666667,-0.16722640165716504,False
v6,4,60,75,292,0.8249,0.0342,32,8,27,0.1096,0.0274,0.7966,-0.0447,-0.03389999999999993,0.050833333333333335,-0.3818202816784649,False
v6,5,75,90,282,0.7966,0.0106,16,8,18,0.0567,0.0284,0.7881,-0.023600000000000003,0.042300000000000004,0.04123333333333334,-0.49511816911700357,False
v6,6,90,105,279,0.7881,0.0036,20,7,34,0.0717,0.0251,0.7853,-0.007,0.01980000000000004,0.016133333333333333,-0.5287234747131803,False
v6,7,105,120,278,0.7853,0.0,4,5,17,0.0144,0.018,0.7853,-0.0036,0.005699999999999927,0.004733333333333333,-0.5460062033054998,False
v6,8,120,135,278,0.7853,0.0,16,7,15,0.0576,0.0252,0.7853,0.0,0.0028000000000000247,0.0012,-0.5460062033054998,False
v6,9,135,150,278,0.7853,0.0144,22,5,23,0.0791,0.018,0.774,0.0144,0.0,0.0048,-0.47687528893622194,False
v6,10,150,165,274,0.774,0.0146,15,4,19,0.0547,0.0146,0.7627,0.00020000000000000052,-0.011299999999999977,0.009666666666666665,-0.4759151373477597,False
v6,11,165,180,270,0.7627,0.0185,17,3,27,0.063,0.0111,0.7486,0.003899999999999999,0.0,0.015833333333333335,-0.457192181372747,False
v6,12,180,195,265,0.7486,0.0038,14,7,18,0.0528,0.0264,0.7458,-0.0147,-0.0028000000000000247,0.0123,-0.5277633231247181,False
v6,13,195,210,264,0.7458,0.0038,16,6,17,0.0606,0.0227,0.7429,0.0,0.011299999999999977,0.008700000000000001,-0.5277633231247181,False
v6,14,210,225,263,0.7429,0.0076,15,5,24,0.057,0.019,0.7373,0.0038,-9.999999999998899e-05,0.005066666666666666,-0.5095204429439365,False
v6,15,225,240,261,0.7373,0.0115,19,10,12,0.0728,0.0383,0.7288,0.0039,-0.0027000000000000357,0.007633333333333333,-0.4907974869689237,False
v6,16,240,255,258,0.7288,0.0039,12,6,25,0.0465,0.0233,0.726,-0.0076,-0.0028999999999999027,0.007666666666666666,-0.5272832473304869,False
v6,17,255,270,257,0.726,0.0195,32,10,23,0.1245,0.0389,0.7119,0.0156,0.005699999999999927,0.011633333333333334,-0.452391423430436,False
v6,18,270,285,252,0.7119,0.0437,52,6,20,0.2063,0.0238,0.6808,0.024200000000000003,-0.011299999999999977,0.02236666666666667,-0.3362130812265108,False
v6,19,285,300,241,0.6808,0.0581,85,8,19,0.3527,0.0332,0.6412,0.014399999999999996,-0.017000000000000015,0.040433333333333335,-0.267082166857233,False
v6,20,300,315,227,0.6412,0.1454,110,4,13,0.4846,0.0176,0.548,0.0873,-0.008499999999999952,0.0824,0.15202400150651377,False
v6,21,315,330,194,0.548,0.1443,85,5,15,0.4381,0.0258,0.4689,-0.0010999999999999899,-0.05359999999999998,0.11593333333333333,0.14674316776997176,False
v6,22,330,345,166,0.4689,0.0904,38,3,13,0.2289,0.0181,0.4266,-0.05390000000000002,0.01409999999999989,0.1267,-0.11201768532058903,False
v6,23,345,360,151,0.4266,0.0662,28,4,6,0.1854,0.0265,0.3983,-0.0242,0.036800000000000055,0.1003,-0.22819602752451423,False
v6,24,360,375,141,0.3983,0.1844,12,2,5,0.0851,0.0142,0.3249,0.11820000000000001,0.014000000000000012,0.11366666666666665,0.3392535612566412,False
v6,25,375,390,115,0.3249,0.1478,2,1,8,0.0174,0.0087,0.2768,-0.03660000000000002,-0.04509999999999997,0.1328,0.16354582056806,False
v6,26,390,405,98,0.2768,0.3571,5,2,9,0.051,0.0204,0.178,0.20929999999999999,0.025299999999999934,0.22976666666666665,1.1683444578937436,True
v6,27,405,420,63,0.178,0.2857,2,3,2,0.0317,0.0476,0.1271,-0.07139999999999996,-0.05069999999999997,0.26353333333333334,0.8255703408127414,False
v6,28,420,435,45,0.1271,0.5556,1,1,3,0.0222,0.0222,0.0565,0.2699,0.0479,0.39946666666666664,2.121294909442469,True
v6,29,435,446,20,0.0565,1.0,2,0,1,0.1,0.0,0.0565,0.4444,-0.019699999999999995,0.6137666666666667,4.254751739005459,True
v7,0,0,15,359,1.0,0.0306,52,30,78,0.1448,0.0836,0.9694,0.0,0.0,0.0306,-0.3736774822287575,False
v7,1,15,30,348,0.9694,0.0603,53,21,49,0.1523,0.0603,0.9109,0.0297,0.0,0.04545,-0.22561991275744017,False
v7,2,30,45,327,0.9109,0.055,35,10,47,0.107,0.0306,0.8607,-0.005299999999999999,-0.027900000000000036,0.048633333333333334,-0.25204096050821395,False
v7,3,45,60,309,0.8607,0.0421,32,14,34,0.1036,0.0453,0.8245,-0.012900000000000002,0.008299999999999974,0.05246666666666666,-0.31634879371292757,False
v7,4,60,75,296,0.8245,0.0405,24,11,23,0.0811,0.0372,0.7911,-0.0015999999999999973,0.014000000000000012,0.04586666666666667,-0.3243249590716517,False
v7,5,75,90,284,0.7911,0.0,15,7,20,0.0528,0.0246,0.7911,-0.0405,0.0028000000000000247,0.027533333333333337,-0.5262216447143572,False
v7,6,90,105,284,0.7911,0.0211,16,7,22,0.0563,0.0246,0.7744,0.0211,0.033399999999999985,0.020533333333333337,-0.4210359640461822,False
v7,7,105,120,278,0.7744,0.0144,14,8,19,0.0504,0.0288,0.7632,-0.006700000000000001,-0.016700000000000048,0.011833333333333335,-0.45443615648583974,False
v7,8,120,135,274,0.7632,0.0109,6,3,20,0.0219,0.0109,0.7549,-0.0034999999999999996,0.00550000000000006,0.01546666666666667,-0.47188401820804887,False
v7,9,135,150,271,0.7549,0.0074,14,5,17,0.0517,0.0185,0.7493,-0.0034999999999999996,0.0029000000000000137,0.010900000000000002,-0.4893318799302579,False
v7,10,150,165,269,0.7493,0.0074,13,8,16,0.0483,0.0297,0.7437,0.0,0.0026999999999999247,0.008566666666666669,-0.4893318799302579,False
v7,11,165,180,267,0.7437,0.0037,11,8,13,0.0412,0.03,0.7409,-0.0037,1.1102230246251565e-16,0.00616666666666667,-0.5077767623223076,False
v7,12,180,195,266,0.7409,0.0038,7,6,11,0.0263,0.0226,0.7382,9.999999999999983e-05,0.0027999999999999137,0.004966666666666669,-0.5072782519873873,False
v7,13,195,210,265,0.7382,0.0038,11,8,12,0.0415,0.0302,0.7354,0.0,9.999999999998899e-05,0.0037666666666666695,-0.5072782519873873,False
v7,14,210,225,264,0.7354,0.0038,13,2,15,0.0492,0.0076,0.7326,0.0,-9.999999999987796e-05,0.0038,-0.5072782519873873,False
v7,15,225,240,263,0.7326,0.0076,27,5,19,0.1027,0.019,0.727,0.0038,-1.1102230246251565e-16,0.005066666666666669,-0.4883348592604174,False
v7,16,240,255,261,0.727,0.046,56,2,14,0.2146,0.0077,0.6936,0.0384,-0.0028000000000000247,0.019133333333333336,-0.2969068906510374,False
v7,17,255,270,249,0.6936,0.0402,75,9,5,0.3012,0.0361,0.6657,-0.0058,-0.027799999999999936,0.03126666666666667,-0.3258204900764125,False
v7,18,270,285,239,0.6657,0.0753,91,7,8,0.3808,0.0293,0.6156,0.035100000000000006,0.005499999999999949,0.05383333333333334,-0.1508433625194011,False
v7,19,285,300,221,0.6156,0.086,53,4,14,0.2398,0.0181,0.5627,0.010699999999999987,-0.022199999999999886,0.06716666666666667,-0.09750275668293329,False
v7,20,300,315,202,0.5627,0.0644,43,4,13,0.2129,0.0198,0.5265,-0.021599999999999994,-0.0028000000000001357,0.07523333333333333,-0.2051809890257095,False
v7,21,315,330,189,0.5265,0.0529,23,4,13,0.1217,0.0212,0.4986,-0.011499999999999996,0.016700000000000048,0.06776666666666666,-0.2625096775415394,False
v7,22,330,345,179,0.4986,0.0335,13,3,9,0.0726,0.0168,0.4819,-0.0194,0.00830000000000003,0.05026666666666666,-0.35922068251607,False
v7,23,345,360,173,0.4819,0.0116,10,5,7,0.0578,0.0289,0.4763,-0.021900000000000003,0.011199999999999988,0.03266666666666667,-0.468394445863607,False
v7,24,360,375,171,0.4763,0.0585,4,7,6,0.0234,0.0409,0.4485,0.046900000000000004,0.011099999999999999,0.03453333333333333,-0.23459309878600484,False
v7,25,375,390,161,0.4485,0.0062,5,3,6,0.0311,0.0186,0.4457,-0.052300000000000006,-0.022199999999999998,0.025433333333333336,-0.4953140039493011,False
v7,26,390,405,160,0.4457,0.0438,6,2,7,0.0375,0.0125,0.4262,0.0376,0.024999999999999967,0.036166666666666666,-0.30787411801928316,False
v7,27,405,420,153,0.4262,0.1242,3,4,7,0.0196,0.0261,0.3733,0.0804,-0.016699999999999937,0.05806666666666666,0.09292819125660623,False
v7,28,420,435,134,0.3733,0.1791,6,2,8,0.0448,0.0149,0.3064,0.054900000000000004,-0.03340000000000004,0.11569999999999998,0.3666103651278292,False
v7,29,435,450,110,0.3064,0.1909,5,1,8,0.0455,0.0091,0.2479,0.011799999999999977,-0.014000000000000012,0.16473333333333331,0.4254345846484198,False
v7,30,450,465,89,0.2479,0.2697,1,2,3,0.0112,0.0225,0.1811,0.07880000000000001,0.008400000000000019,0.2132333333333333,0.8182607285655851,False
v7,31,465,480,65,0.1811,0.4154,1,1,1,0.0154,0.0154,0.1058,0.1457,-0.008300000000000002,0.292,1.5445902865444043,True
v7,32,480,495,38,0.1058,0.5789,1,0,3,0.0263,0.0,0.0446,0.16349999999999998,-0.008500000000000008,0.4213333333333333,2.3596546841390302,True
v7,33,495,504,16,0.0446,1.0,0,0,1,0.0,0.0,0.0446,0.42110000000000003,0.014100000000000001,0.6647666666666666,4.458881704488246,True
v8,0,0,15,378,1.0,0.0688,116,51,143,0.3069,0.1349,0.9312,0.0,0.0,0.0688,-0.3430847682737381,False
v8,1,15,30,352,0.9312,0.0682,81,24,71,0.2301,0.0682,0.8677,-0.0006000000000000033,0.0,0.0685,-0.345712019703835,False
v8,2,30,45,328,0.8677,0.0823,59,15,52,0.1799,0.0457,0.7963,0.014100000000000001,0.005299999999999971,0.0731,-0.2839716110965584,False
v8,3,45,60,301,0.7963,0.0332,32,13,50,0.1063,0.0432,0.7698,-0.0491,-0.007900000000000018,0.061233333333333334,-0.49896835312615295,False
v8,4,60,75,291,0.7698,0.0172,20,13,32,0.0687,0.0447,0.7566,-0.016,0.04490000000000005,0.044233333333333326,-0.5690283912620698,False
v8,5,75,90,286,0.7566,0.0175,40,10,35,0.1399,0.035,0.7434,0.00030000000000000165,0.013299999999999979,0.022633333333333335,-0.5677147655470213,False
v8,6,90,105,281,0.7434,0.0178,23,11,29,0.0819,0.0391,0.7302,0.0002999999999999982,-1.1102230246251565e-16,0.0175,-0.5664011398319728,False
v8,7,105,120,276,0.7302,0.0072,26,9,36,0.0942,0.0326,0.7249,-0.0106,1.1102230246251565e-16,0.014166666666666668,-0.6128159150970177,False
v8,8,120,135,274,0.7249,0.0255,22,8,31,0.0803,0.0292,0.7063,0.018299999999999997,0.007900000000000018,0.016833333333333332,-0.5326847464790629,False
v8,9,135,150,267,0.7063,0.0225,26,7,29,0.0974,0.0262,0.6905,-0.002999999999999999,-0.013299999999999979,0.018399999999999996,-0.5458210036295474,False
v8,10,150,165,261,0.6905,0.0038,17,8,24,0.0651,0.0307,0.6878,-0.018699999999999998,0.0027999999999999137,0.017266666666666663,-0.6277036732009001,False
v8,11,165,180,260,0.6878,0.0192,18,7,28,0.0692,0.0269,0.6746,0.015399999999999999,0.0131,0.015166666666666667,-0.5602708864950802,False
v8,12,180,195,255,0.6746,0.0157,23,6,26,0.0902,0.0235,0.664,-0.0034999999999999996,-0.010499999999999954,0.0129,-0.5755965198373121,False
v8,13,195,210,251,0.664,0.0398,51,14,31,0.2032,0.0558,0.6376,0.024100000000000003,0.0026000000000000467,0.024900000000000002,-0.47006858739508733,False
v8,14,210,225,241,0.6376,0.0996,103,9,31,0.4274,0.0373,0.5741,0.05979999999999999,-0.015800000000000147,0.051699999999999996,-0.20821919486209836,False
v8,15,225,240,217,0.5741,0.1475,140,9,19,0.6452,0.0415,0.4894,0.0479,-0.0370999999999998,0.09563333333333333,0.001523044307302535,False
v8,16,240,255,185,0.4894,0.1676,116,2,21,0.627,0.0108,0.4074,0.020100000000000007,-0.021200000000000163,0.13823333333333332,0.08953596721554803,False
v8,17,255,270,154,0.4074,0.1494,50,4,17,0.3247,0.026,0.3466,-0.018199999999999994,0.0027000000000000357,0.15483333333333332,0.00984267383594271,False
v8,18,270,285,131,0.3466,0.2366,20,3,15,0.1527,0.0229,0.2646,0.0872,0.021200000000000052,0.18453333333333333,0.3916698816766892,False
v8,19,285,300,100,0.2646,0.27,5,3,10,0.05,0.03,0.1931,0.03340000000000001,-0.021200000000000052,0.21866666666666668,0.5379202112854156,False
v8,20,300,315,73,0.1931,0.3151,2,2,6,0.0274,0.0274,0.1323,0.04509999999999997,0.01050000000000001,0.2739,0.735401943781031,False
v8,21,315,330,50,0.1323,0.56,0,2,5,0.0,0.04,0.0582,0.24490000000000006,0.010700000000000015,0.3817,1.8077584024989075,True
v8,22,330,343,22,0.0582,1.0,0,0,0,0.0,0.0,0.0582,0.43999999999999995,-0.013300000000000006,0.6250333333333333,3.734409451236619,True
v9,0,0,15,391,1.0,0.0307,131,49,189,0.335,0.1253,0.9693,0.0,0.0,0.0307,-0.576392093894349,False
v9,1,15,30,379,0.9693,0.0818,124,32,122,0.3272,0.0844,0.89,0.05109999999999999,0.0,0.05625,-0.34060266910147996,False
v9,2,30,45,348,0.89,0.0862,89,17,75,0.2557,0.0489,0.8133,0.004400000000000001,-0.04860000000000009,0.06623333333333332,-0.32029986148722117,False
v9,3,45,60,318,0.8133,0.0189,39,19,74,0.1226,0.0597,0.798,-0.0673,0.0026000000000000467,0.0623,-0.6308405324962247,False
v9,4,60,75,312,0.798,0.0224,45,13,70,0.1442,0.0417,0.7801,0.0034999999999999996,0.06140000000000001,0.0425,-0.6146905718939735,False
v9,5,75,90,305,0.7801,0.023,50,26,63,0.1639,0.0852,0.7621,0.0005999999999999998,-0.0026000000000000467,0.021433333333333332,-0.6119220072193019,False
v9,6,90,105,298,0.7621,0.0302,48,9,55,0.1611,0.0302,0.7391,0.0072000000000000015,-9.999999999998899e-05,0.0252,-0.578699231123242,False
v9,7,105,120,289,0.7391,0.0969,163,15,62,0.564,0.0519,0.6675,0.0667,-0.0050000000000000044,0.05003333333333334,-0.27092712478891007,False
v9,8,120,135,261,0.6675,0.1954,224,7,44,0.8582,0.0268,0.5371,0.09849999999999999,-0.04859999999999998,0.1075,0.18357890930301937,False
v9,9,135,150,210,0.5371,0.2381,157,4,30,0.7476,0.019,0.4092,0.042700000000000016,-0.05879999999999996,0.17679999999999998,0.38060842865048533,False
v9,10,150,165,160,0.4092,0.1,46,5,17,0.2875,0.0312,0.3683,-0.1381,0.0024999999999999467,0.17783333333333332,-0.2566228739697732,False
v9,11,165,180,144,0.3683,0.0694,12,2,18,0.0833,0.0139,0.3427,-0.030600000000000002,0.08700000000000002,0.13583333333333333,-0.3978196723780274,False
v9,12,180,195,134,0.3427,0.0448,4,4,13,0.0299,0.0299,0.3274,-0.024600000000000004,0.01529999999999998,0.07139999999999999,-0.5113308240395651,False
v9,13,195,210,128,0.3274,0.0391,8,3,20,0.0625,0.0234,0.3146,-0.005699999999999997,0.010300000000000031,0.0511,-0.5376321884489459,False
v9,14,210,225,123,0.3146,0.065,10,3,19,0.0813,0.0244,0.2941,0.0259,0.0024999999999999467,0.04963333333333333,-0.4181224799922862,False
v9,15,225,240,115,0.2941,0.0609,5,3,25,0.0435,0.0261,0.2762,-0.0040999999999999995,-0.007699999999999985,0.05499999999999999,-0.43704100526920914,False
v9,16,240,255,108,0.2762,0.2315,9,1,9,0.0833,0.0093,0.2123,0.1706,0.0026000000000000467,0.11913333333333333,0.3501542172290972,False
v9,17,255,270,83,0.2123,0.2651,2,2,12,0.0241,0.0241,0.156,0.03359999999999999,-0.04600000000000004,0.18583333333333332,0.5051938390107096,False
v9,18,270,285,61,0.156,0.4754,4,4,4,0.0656,0.0656,0.0818,0.2103,0.007600000000000023,0.324,1.4755757574831234,True
v9,19,285,298,32,0.0818,0.9375,2,0,0,0.0625,0.0,0.0818,0.4621,-0.017900000000000013,0.5593333333333333,3.6078319844260736,True
v10,0,0,15,370,1.0,0.027,71,23,90,0.1919,0.0622,0.973,0.0,0.0,0.027,-0.33869539410292204,False
v10,1,15,30,360,0.973,0.025,47,23,60,0.1306,0.0639,0.9486,-0.0019999999999999983,0.0,0.026000000000000002,-0.34934961141758025,False
v10,2,30,45,351,0.9486,0.0313,36,13,52,0.1026,0.037,0.9189,0.0063,0.0026000000000000467,0.027766666666666665,-0.31578882687640675,False
v10,3,45,60,340,0.9189,0.0324,30,10,42,0.0882,0.0294,0.8892,0.0010999999999999968,-0.005299999999999971,0.029566666666666668,-0.3099290073533447,False
v10,4,60,75,329,0.8892,0.0334,34,5,34,0.1033,0.0152,0.8595,0.0010000000000000009,-1.1102230246251565e-16,0.03236666666666666,-0.3046018986960156,False
v10,5,75,90,318,0.8595,0.0252,22,9,29,0.0692,0.0283,0.8378,-0.008199999999999999,1.1102230246251565e-16,0.030333333333333334,-0.34828418968611446,False
v10,6,90,105,310,0.8378,0.0387,32,3,13,0.1032,0.0097,0.8054,0.013499999999999998,0.007999999999999896,0.032433333333333335,-0.2763682228121712,False
v10,7,105,120,298,0.8054,0.0101,17,5,27,0.057,0.0168,0.7973,-0.0286,-0.010699999999999932,0.024666666666666667,-0.4287235304117844,False
v10,8,120,135,295,0.7973,0.0102,10,6,25,0.0339,0.0203,0.7892,0.00010000000000000113,0.02429999999999999,0.019666666666666666,-0.4281908195460515,False
v10,9,135,150,292,0.7892,0.0137,14,7,22,0.0479,0.024,0.7784,0.0034999999999999996,0.0,0.011333333333333334,-0.4095459392453995,False
v10,10,150,165,288,0.7784,0.0035,15,4,17,0.0521,0.0139,0.7757,-0.0102,-0.0027000000000000357,0.009133333333333335,-0.4638824475501567,False
v10,11,165,180,287,0.7757,0.007,8,2,21,0.0279,0.007,0.7703,0.0035,0.008099999999999996,0.008066666666666666,-0.4452375672495047,False
v10,12,180,195,285,0.7703,0.0,18,9,16,0.0632,0.0316,0.7703,-0.007,-0.0026999999999999247,0.0035,-0.48252732785080865,False
v10,13,195,210,285,0.7703,0.014,13,5,12,0.0456,0.0175,0.7595,0.014,0.00539999999999996,0.007,-0.4079478066482008,False
v10,14,210,225,281,0.7595,0.0,12,4,17,0.0427,0.0142,0.7595,-0.014,-0.010800000000000032,0.004666666666666667,-0.48252732785080865,False
v10,15,225,240,281,0.7595,0.0214,18,4,17,0.0641,0.0142,0.7432,0.0214,0.010800000000000032,0.0118,-0.3685272025839652,False
v10,16,240,255,275,0.7432,0.0036,10,9,19,0.0364,0.0327,0.7405,-0.0178,-0.01629999999999998,0.008333333333333333,-0.46334973668442375,False
v10,17,255,270,274,0.7405,0.0073,6,6,13,0.0219,0.0219,0.7351,0.0037,0.013600000000000056,0.010766666666666666,-0.443639434652306,False
v10,18,270,285,272,0.7351,0.011,13,4,14,0.0478,0.0147,0.727,0.0036999999999999993,-0.0027000000000001467,0.0073,-0.4239291326201882,False
v10,19,285,300,269,0.727,0.0074,11,3,15,0.0409,0.0112,0.7216,-0.003599999999999999,-0.0026999999999999247,0.008566666666666667,-0.44310672378657306,False
v10,20,300,315,267,0.7216,0.015,14,9,15,0.0524,0.0337,0.7108,0.007599999999999999,0.0027000000000000357,0.011133333333333334,-0.40262069799087163,False
v10,21,315,330,263,0.7108,0.0038,10,1,15,0.038,0.0038,0.7081,-0.0112,-0.005400000000000071,0.008733333333333334,-0.46228431495295796,False
v10,22,330,345,262,0.7081,0.0076,13,0,14,0.0496,0.0,0.7027,0.0038,0.008099999999999996,0.0088,-0.4420413020551073,False
v10,23,345,360,260,0.7027,0.0038,11,4,10,0.0423,0.0154,0.7,-0.0038,-0.0026999999999999247,0.005066666666666666,-0.46228431495295796,False
v10,24,360,375,259,0.7,0.0116,12,5,18,0.0463,0.0193,0.6919,0.0078,0.0026999999999999247,0.007666666666666666,-0.4207328674257907,False
v10,25,375,390,256,0.6919,0.0117,18,2,22,0.0703,0.0078,0.6838,0.00010000000000000113,-0.00539999999999996,0.009033333333333332,-0.42020015656005777,False
v10,26,390,405,253,0.6838,0.004,5,2,15,0.0198,0.0079,0.6811,-0.0077,0.0,0.009099999999999999,-0.4612188932214921,False
v10,27,405,420,252,0.6811,0.0159,10,8,19,0.0397,0.0317,0.6703,0.0119,0.005400000000000071,0.010533333333333334,-0.39782630019927545,False
v10,28,420,435,248,0.6703,0.0081,11,0,13,0.0444,0.0,0.6649,-0.007800000000000001,-0.008100000000000107,0.009333333333333334,-0.4393777477264427,False
v10,29,435,450,246,0.6649,0.0122,15,2,16,0.061,0.0081,0.6568,0.004100000000000001,0.005400000000000071,0.012066666666666668,-0.4175366022313932,False
v10,30,450,465,243,0.6568,0.0165,22,2,9,0.0905,0.0082,0.6459,0.0043,-0.0027000000000000357,0.012266666666666667,-0.394630035004878,False
v10,31,465,480,239,0.6459,0.0209,33,2,20,0.1381,0.0084,0.6324,0.004399999999999998,-0.0028000000000000247,0.016533333333333334,-0.37119075691262976,False
v10,32,480,495,234,0.6324,0.0342,70,6,12,0.2991,0.0256,0.6108,0.013300000000000003,-0.0026000000000000467,0.023866666666666665,-0.3003402117701523,False
v10,33,495,510,226,0.6108,0.0487,57,2,10,0.2522,0.0088,0.5811,0.014499999999999999,-0.008099999999999885,0.0346,-0.22309713623887983,False
v10,34,510,525,215,0.5811,0.0744,75,5,9,0.3488,0.0233,0.5378,0.025699999999999994,-0.008100000000000107,0.05243333333333333,-0.08619044374552114,False
v10,35,525,540,199,0.5378,0.0955,72,2,9,0.3618,0.0101,0.4865,0.021100000000000008,-0.013599999999999945,0.07286666666666668,0.026211548924123623,False
v10,36,540,555,180,0.4865,0.0944,69,7,4,0.3833,0.0389,0.4405,-0.0011000000000000038,-0.007999999999999952,0.0881,0.020351729401061554,False
v10,37,555,570,163,0.4405,0.0675,46,1,7,0.2822,0.0061,0.4108,-0.026899999999999993,0.005299999999999971,0.0858,-0.1229474934810921,False
v10,38,570,585,152,0.4108,0.1316,27,0,6,0.1776,0.0,0.3568,0.06409999999999999,0.01629999999999998,0.09783333333333333,0.2185201714537053,False
v10,39,585,600,132,0.3568,0.1818,20,1,6,0.1515,0.0076,0.2919,0.050199999999999995,-0.02429999999999999,0.12696666666666667,0.4859410260516278,False
v10,40,600,615,108,0.2919,0.1296,5,0,10,0.0463,0.0,0.2541,-0.052199999999999996,-0.01090000000000002,0.14766666666666667,0.20786595413904704,False
v10,41,615,630,94,0.2541,0.1383,6,3,5,0.0638,0.0319,0.2189,0.008700000000000013,0.027100000000000013,0.1499,0.2542117994578106,False
v10,42,630,645,81,0.2189,0.2222,2,0,1,0.0247,0.0,0.1703,0.0839,0.002600000000000019,0.1633666666666667,0.7011562158077248,False
v10,43,645,660,63,0.1703,0.1905,2,0,4,0.0317,0.0,0.1378,-0.031700000000000006,-0.013400000000000023,0.18366666666666667,0.5322868713703913,False
v10,44,660,675,51,0.1378,0.1373,0,0,2,0.0,0.0,0.1189,-0.0532,0.016100000000000003,0.18333333333333335,0.24888469080048142,False
v10,45,675,690,44,0.1189,0.2273,0,0,1,0.0,0.0,0.0919,0.09,0.013600000000000001,0.18503333333333336,0.7283244699601034,False
