user_id,completion_ratio,n_pauses,n_replays,n_seeks,cluster,persona_label
u1895_v1,0.7471311475409836,1.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1896_v15,0.8428191489361702,1.0,0.0,1.0,2,Engagé fluide
u1896_v24,0.28962264150943395,3.0,1.0,1.0,0,Décrocheur rapide
u1896_v27,0.3335604770017036,1.0,0.0,1.0,0,Décrocheur rapide
u1896_v6,0.7136771300448431,5.0,1.0,0.0,2,Engagé fluide
u1897_v1,0.8118852459016394,3.0,1.0,0.0,2,Engagé fluide
u1897_v14,0.8114525139664804,2.0,0.0,1.0,2,Engagé fluide
u1897_v21,0.3558408215661104,4.0,0.0,2.0,0,Décrocheur rapide
u1897_v29,0.8334836527621194,4.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1898_v16,0.9050632911392406,1.0,0.0,2.0,2,Engagé fluide
u1898_v17,0.9106184364060677,3.0,1.0,0.0,2,Engagé fluide
u1898_v26,0.10605143721633888,3.0,0.0,1.0,0,Décrocheur rapide
u1898_v27,0.7635434412265758,4.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1899_v14,0.4308659217877095,3.0,1.0,8.0,1,Zappeur (replay/seek fréquents)
u1899_v15,0.12247340425531913,7.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1899_v24,0.9126684636118599,1.0,0.0,3.0,2,Engagé fluide
u189_v21,0.7844672657252889,1.0,0.0,2.0,2,Engagé fluide
u18_v17,0.6389731621936989,0.0,0.0,1.0,2,Engagé fluide
u18_v19,0.5056795131845842,0.0,0.0,1.0,2,Engagé fluide
u18_v20,0.5906455862977602,1.0,0.0,2.0,2,Engagé fluide
u18_v25,0.8381048387096774,2.0,1.0,2.0,2,Engagé fluide
u18_v6,0.7887892376681614,3.0,1.0,1.0,2,Engagé fluide
u18_v7,0.966468253968254,4.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1900_v26,0.6296520423600604,4.0,1.0,1.0,2,Engagé fluide
u1900_v28,0.9346020761245676,4.0,0.0,0.0,2,Engagé fluide
u1901_v11,0.543878954607978,2.0,2.0,1.0,3,Zappeur (replay/seek fréquents)
u1901_v13,0.7494075829383886,4.0,1.0,1.0,2,Engagé fluide
u1901_v4,0.2623582766439909,1.0,1.0,2.0,0,Décrocheur rapide
u1901_v6,0.6580717488789237,2.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1902_v10,0.8307586206896551,8.0,2.0,3.0,1,Zappeur (replay/seek fréquents)
u1902_v17,0.8610268378063011,7.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1902_v19,0.416632860040568,1.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1902_v21,0.07509627727856226,3.0,0.0,3.0,0,Décrocheur rapide
u1903_v24,0.5691374663072777,4.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1903_v7,0.9331349206349207,3.0,1.0,0.0,2,Engagé fluide
u1904_v13,0.4099526066350711,2.0,0.0,1.0,0,Décrocheur rapide
u1904_v7,0.8541666666666666,3.0,0.0,3.0,2,Engagé fluide
u1905_v14,0.3571229050279329,3.0,0.0,3.0,0,Décrocheur rapide
u1905_v19,0.08316430020283976,3.0,0.0,1.0,0,Décrocheur rapide
u1906_v13,0.8415876777251184,2.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1906_v27,0.054344122657580915,0.0,0.0,4.0,0,Décrocheur rapide
u1907_v29,0.9940248027057498,6.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1907_v30,0.8667664670658682,0.0,0.0,0.0,2,Engagé fluide
u1908_v1,0.5434426229508197,5.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1908_v15,0.8886968085106383,1.0,3.0,0.0,3,Zappeur (replay/seek fréquents)
u1908_v19,0.9058823529411765,4.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1908_v3,0.6182468694096601,0.0,0.0,3.0,2,Engagé fluide
u1908_v8,0.05411845315893167,2.0,0.0,3.0,0,Décrocheur rapide
u1909_v12,0.9084375,6.0,1.0,6.0,1,Zappeur (replay/seek fréquents)
u1909_v13,0.7541469194312796,3.0,3.0,0.0,3,Zappeur (replay/seek fréquents)
u1909_v14,0.9142458100558659,8.0,1.0,1.0,1,Zappeur (replay/seek fréquents)
u1909_v16,0.38544303797468354,3.0,0.0,0.0,0,Décrocheur rapide
u1909_v21,0.8069319640564827,4.0,1.0,6.0,1,Zappeur (replay/seek fréquents)
u190_v14,0.9217877094972067,5.0,1.0,2.0,1,Zappeur (replay/seek fréquents)
u190_v24,0.9789757412398922,5.0,1.0,0.0,2,Engagé fluide
u190_v4,0.9061224489795919,1.0,0.0,1.0,2,Engagé fluide
u190_v9,0.5577181208053691,3.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1911_v10,0.6961379310344827,4.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1911_v18,0.4012145748987854,9.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1912_v24,0.38113207547169814,2.0,0.0,0.0,0,Décrocheur rapide
u1912_v27,0.48262350936967635,1.0,1.0,3.0,0,Décrocheur rapide
u1913_v16,0.9560126582278482,3.0,0.0,1.0,2,Engagé fluide
u1913_v9,0.3421197061313548,3.0,0.0,1.0,0,Décrocheur rapide
u1914_v15,0.8804521276595745,1.0,0.0,1.0,2,Engagé fluide
u1914_v21,0.32105263157894737,1.0,2.0,4.0,3,Zappeur (replay/seek fréquents)
u1914_v26,0.6866868381240544,5.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1914_v30,0.14850299401197606,1.0,1.0,3.0,0,Décrocheur rapide
u1914_v6,0.8002242152466367,2.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1915_v21,0.852759948652118,0.0,1.0,2.0,2,Engagé fluide
u1915_v22,0.14520123839009288,3.0,0.0,0.0,0,Décrocheur rapide
u1915_v29,0.028523111612175876,2.0,0.0,1.0,0,Décrocheur rapide
u1916_v22,0.9284829721362229,2.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1916_v26,0.6600605143721634,4.0,0.0,1.0,2,Engagé fluide
u1917_v19,0.0281947261663286,3.0,1.0,0.0,0,Décrocheur rapide
u1917_v23,0.5145118733509235,2.0,0.0,4.0,0,Décrocheur rapide
u1917_v25,0.9254032258064516,7.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1917_v28,0.9811418685121107,1.0,1.0,2.0,2,Engagé fluide
u1917_v5,0.8951851851851852,2.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1917_v6,0.10426008968609865,3.0,0.0,3.0,0,Décrocheur rapide
u1918_v14,0.4300279329608938,2.0,1.0,1.0,0,Décrocheur rapide
u1918_v16,0.0509493670886076,3.0,0.0,0.0,0,Décrocheur rapide
u1918_v29,0.7909808342728298,2.0,0.0,3.0,2,Engagé fluide
u1919_v10,0.7947586206896552,2.0,0.0,1.0,2,Engagé fluide
u1919_v12,0.9353125,2.0,0.0,1.0,2,Engagé fluide
u1919_v21,0.2374839537869063,3.0,3.0,2.0,3,Zappeur (replay/seek fréquents)
u1919_v23,0.11583113456464379,3.0,0.0,1.0,0,Décrocheur rapide
u1919_v30,0.8815325170867104,4.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1919_v7,0.040873015873015874,1.0,0.0,1.0,0,Décrocheur rapide
u191_v10,0.8835862068965518,2.0,1.0,3.0,2,Engagé fluide
u191_v13,0.9925355450236968,1.0,0.0,1.0,2,Engagé fluide
u191_v14,0.29678770949720673,1.0,1.0,0.0,0,Décrocheur rapide
u191_v3,0.10840787119856887,4.0,1.0,3.0,0,Décrocheur rapide
u1920_v15,0.1502659574468085,1.0,0.0,3.0,0,Décrocheur rapide
u1920_v19,0.0359026369168357,2.0,0.0,4.0,0,Décrocheur rapide
u1920_v5,0.8662962962962963,0.0,1.0,1.0,2,Engagé fluide
u1921_v15,0.8434840425531914,4.0,1.0,4.0,1,Zappeur (replay/seek fréquents)
u1922_v27,0.4737649063032368,3.0,0.0,2.0,0,Décrocheur rapide
u1922_v29,0.5956031567080045,6.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1923_v14,0.9701117318435755,7.0,1.0,1.0,1,Zappeur (replay/seek fréquents)
u1923_v21,0.09494857358112004,4.0,0.0,1.0,0,Décrocheur rapide
u1923_v23,0.11715039577836411,1.0,0.0,2.0,0,Décrocheur rapide
u1923_v26,0.6287443267776097,1.0,0.0,0.0,2,Engagé fluide
u1923_v5,0.7483333333333334,3.0,0.0,1.0,2,Engagé fluide
u1924_v18,0.8475708502024292,6.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1924_v30,0.9964071856287425,3.0,0.0,2.0,2,Engagé fluide
u1924_v8,0.12361516034985422,1.0,1.0,3.0,0,Décrocheur rapide
u1925_v10,0.8060689655172414,3.0,1.0,0.0,2,Engagé fluide
u1925_v4,0.8500000000000001,1.0,0.0,2.0,2,Engagé fluide
u1926_v10,0.813655172413793,3.0,0.0,0.0,2,Engagé fluide
u1926_v7,0.9640873015873015,0.0,0.0,1.0,2,Engagé fluide
u1926_v8,0.48600583090379007,1.0,0.0,1.0,2,Engagé fluide
u1927_v10,0.8693793103448275,1.0,0.0,3.0,2,Engagé fluide
u1927_v17,0.7277712952158694,1.0,0.0,1.0,2,Engagé fluide
u1927_v21,0.10911424903722722,4.0,0.0,3.0,0,Décrocheur rapide
u1927_v4,0.2655328798185941,4.0,0.0,2.0,0,Décrocheur rapide
u1927_v7,0.8932539682539682,3.0,1.0,0.0,2,Engagé fluide
u1928_v21,0.01630295250320924,1.0,0.0,4.0,0,Décrocheur rapide
u192_v25,0.49233870967741933,2.0,0.0,1.0,2,Engagé fluide
u192_v27,0.7291311754684838,8.0,5.0,3.0,3,Zappeur (replay/seek fréquents)
u192_v7,0.6355158730158731,3.0,1.0,2.0,2,Engagé fluide
u1930_v27,0.10817717206132879,1.0,0.0,2.0,0,Décrocheur rapide
u1930_v4,0.845578231292517,1.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1930_v6,0.7784753363228699,2.0,0.0,2.0,2,Engagé fluide
u1931_v8,0.3897959183673469,2.0,1.0,1.0,0,Décrocheur rapide
u1931_v9,0.7822147651006711,4.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1932_v2,0.6594301221166893,2.0,0.0,1.0,2,Engagé fluide
u1932_v22,0.5715170278637771,2.0,1.0,3.0,2,Engagé fluide
u1932_v27,0.9332197614991481,2.0,0.0,2.0,2,Engagé fluide
u1932_v3,0.9762075134168158,3.0,0.0,1.0,2,Engagé fluide
u1933_v15,0.3247340425531915,4.0,1.0,1.0,0,Décrocheur rapide
u1933_v27,0.8894378194207837,3.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1934_v27,0.9214650766609881,2.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1934_v6,0.6762331838565023,2.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1935_v14,0.4726256983240223,4.0,1.0,1.0,0,Décrocheur rapide
u1937_v21,0.9521181001283697,4.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1937_v5,0.7477777777777778,4.0,1.0,2.0,1,Zappeur (replay/seek fréquents)
u1938_v14,0.7465083798882681,4.0,2.0,1.0,3,Zappeur (replay/seek fréquents)
u1938_v15,0.7090104163741779,8.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1938_v20,0.7316205533596838,2.0,1.0,2.0,2,Engagé fluide
u1939_v10,0.7248275862068966,0.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1939_v11,0.9046767537826685,2.0,0.0,1.0,2,Engagé fluide
u1939_v4,0.01020408163265306,3.0,0.0,1.0,0,Décrocheur rapide
u193_v13,0.8132701421800947,4.0,1.0,1.0,2,Engagé fluide
u193_v17,0.9319719953325555,2.0,0.0,1.0,2,Engagé fluide
u193_v25,0.9153225806451613,4.0,2.0,5.0,3,Zappeur (replay/seek fréquents)
u1940_v14,0.41871508379888267,2.0,0.0,0.0,0,Décrocheur rapide
u1940_v29,0.9865839909808343,1.0,0.0,3.0,2,Engagé fluide
u1941_v15,0.3722074468085106,4.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1942_v12,0.8309374999999999,4.0,1.0,4.0,1,Zappeur (replay/seek fréquents)
u1942_v23,0.9849604221635884,5.0,3.0,0.0,3,Zappeur (replay/seek fréquents)
u1942_v27,0.4752981260647359,0.0,0.0,1.0,2,Engagé fluide
u1942_v5,0.017222222222222222,4.0,0.0,1.0,0,Décrocheur rapide
u1943_v27,0.4698466780238501,2.0,1.0,1.0,0,Décrocheur rapide
u1943_v3,0.5039355992844364,4.0,0.0,0.0,2,Engagé fluide
u1944_v16,0.03132911392405063,3.0,1.0,3.0,0,Décrocheur rapide
u1944_v27,0.014480408858603067,2.0,0.0,0.0,0,Décrocheur rapide
u1944_v29,0.041488162344983086,2.0,1.0,2.0,0,Décrocheur rapide
u1944_v3,0.15070801384027802,6.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1945_v20,0.6627140974967062,3.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1945_v30,0.3479041916167665,0.0,0.0,1.0,0,Décrocheur rapide
u1945_v7,0.0884920634920635,1.0,0.0,1.0,0,Décrocheur rapide
u1946_v16,0.9091772151898735,7.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1946_v19,0.00486815415821501,1.0,1.0,0.0,0,Décrocheur rapide
u1946_v21,0.7677792041078306,5.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1947_v22,0.5829721362229102,3.0,3.0,3.0,3,Zappeur (replay/seek fréquents)
u1947_v7,0.8180555555555555,0.0,1.0,3.0,2,Engagé fluide
u1948_v12,0.19343749999999998,3.0,1.0,1.0,0,Décrocheur rapide
u1948_v19,0.5275862068965518,4.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u1948_v22,0.2544891640866873,1.0,1.0,1.0,0,Décrocheur rapide
u1949_v19,0.25476673427991886,1.0,0.0,1.0,0,Décrocheur rapide
u1949_v2,0.6533242876526458,1.0,1.0,2.0,2,Engagé fluide
u1949_v4,0.9325396825396826,4.0,2.0,4.0,3,Zappeur (replay/seek fréquents)
u194_v14,0.862709497206704,3.0,0.0,3.0,2,Engagé fluide
u194_v27,0.9056218057921636,1.0,0.0,4.0,2,Engagé fluide
u194_v29,0.82728297632469,8.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1950_v21,0.25121951219512195,1.0,0.0,3.0,0,Décrocheur rapide
u1950_v23,0.8941952506596306,1.0,0.0,2.0,2,Engagé fluide
u1950_v26,0.2254160363086233,1.0,0.0,1.0,0,Décrocheur rapide
u1950_v7,0.5787698412698412,1.0,0.0,4.0,2,Engagé fluide
u1951_v16,0.3829113924050633,2.0,0.0,2.0,0,Décrocheur rapide
u1951_v17,0.6947491248541423,2.0,0.0,1.0,2,Engagé fluide
u1951_v4,0.8392290249433108,6.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1952_v1,0.4713114754098361,1.0,1.0,5.0,0,Décrocheur rapide
u1954_v3,0.9474060822898033,1.0,3.0,4.0,3,Zappeur (replay/seek fréquents)
u1955_v14,0.11103351955307263,3.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1955_v16,0.43829113924050633,2.0,1.0,3.0,0,Décrocheur rapide
u1955_v19,0.04766734279918864,0.0,1.0,4.0,0,Décrocheur rapide
u1955_v23,0.8102902374670186,2.0,0.0,3.0,2,Engagé fluide
u1955_v26,0.8906202723146748,5.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1955_v3,0.059261456289736426,1.0,0.0,1.0,0,Décrocheur rapide
u1956_v22,0.6204334365325077,0.0,1.0,1.0,2,Engagé fluide
u1957_v11,0.820220082530949,3.0,0.0,0.0,2,Engagé fluide
u1957_v9,0.05302013422818792,1.0,0.0,3.0,0,Décrocheur rapide
u1958_v18,0.9307692307692308,8.0,1.0,3.0,1,Zappeur (replay/seek fréquents)
u1958_v19,0.9129817444219067,3.0,0.0,7.0,1,Zappeur (replay/seek fréquents)
u1959_v14,0.9680167597765363,4.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u1959_v18,0.9,4.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u1959_v25,0.4780241935483871,3.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1959_v30,0.8553892215568862,5.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1959_v9,0.5057046979865771,4.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u195_v14,0.8414804469273743,4.0,0.0,1.0,2,Engagé fluide
u195_v22,0.6356037151702787,9.0,0.0,1.0,1,Zappeur (replay/seek fréquents)
u1960_v10,0.8139310344827586,6.0,1.0,2.0,1,Zappeur (replay/seek fréquents)
u1961_v12,0.8474999999999999,1.0,0.0,4.0,2,Engagé fluide
u1961_v15,0.8268617021276595,3.0,2.0,0.0,3,Zappeur (replay/seek fréquents)
u1961_v17,0.14095682613768962,3.0,1.0,1.0,0,Décrocheur rapide
u1961_v20,0.06706192358366271,1.0,0.0,0.0,0,Décrocheur rapide
u1961_v4,0.031859410430839,2.0,0.0,1.0,0,Décrocheur rapide
u1961_v9,0.9738255033557046,2.0,1.0,4.0,2,Engagé fluide
u1963_v3,0.8239713774597496,2.0,0.0,1.0,2,Engagé fluide
u1964_v18,0.96417004048583,4.0,1.0,1.0,2,Engagé fluide
u1964_v4,0.9159863945578232,2.0,0.0,3.0,2,Engagé fluide
u1965_v19,0.8131845841784989,4.0,1.0,4.0,1,Zappeur (replay/seek fréquents)
u1965_v20,0.5725955204216074,3.0,1.0,2.0,2,Engagé fluide
u1965_v9,0.9761744966442952,3.0,0.0,1.0,2,Engagé fluide
u1966_v10,0.7464827586206897,6.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1967_v19,0.9377281947261663,2.0,4.0,2.0,3,Zappeur (replay/seek fréquents)
u1967_v6,0.679372197309417,1.0,1.0,0.0,2,Engagé fluide
u1968_v29,0.11781285231116122,3.0,0.0,2.0,0,Décrocheur rapide
u1968_v4,0.8248299319727891,0.0,1.0,5.0,2,Engagé fluide
u1969_v23,0.10105540897097624,3.0,1.0,0.0,0,Décrocheur rapide
u1969_v24,0.3386792452830189,3.0,0.0,0.0,0,Décrocheur rapide
u196_v11,0.13507565337001376,2.0,2.0,0.0,3,Zappeur (replay/seek fréquents)
u196_v18,0.07651821862348178,2.0,0.0,1.0,0,Décrocheur rapide
u1970_v14,0.9844972067039106,3.0,2.0,5.0,3,Zappeur (replay/seek fréquents)
u1971_v18,0.060121457489878544,3.0,0.0,4.0,0,Décrocheur rapide
u1971_v21,0.21912708600770217,2.0,0.0,4.0,0,Décrocheur rapide
u1971_v22,0.06780185758513932,3.0,0.0,2.0,0,Décrocheur rapide
u1972_v24,0.3568733153638814,6.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1972_v30,0.4248502994011976,6.0,1.0,1.0,1,Zappeur (replay/seek fréquents)
u1972_v4,0.5960893212471389,7.0,2.0,4.0,1,Zappeur (replay/seek fréquents)
u1973_v20,0.6901185770750987,3.0,0.0,2.0,2,Engagé fluide
u1973_v29,0.9388366564586862,6.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1973_v8,0.7836734693877552,5.0,2.0,2.0,3,Zappeur (replay/seek fréquents)
u1973_v9,0.03758389261744966,4.0,0.0,1.0,0,Décrocheur rapide
u1974_v10,0.724,2.0,0.0,4.0,2,Engagé fluide
u1974_v30,0.5931137724550898,1.0,1.0,1.0,2,Engagé fluide
u1975_v17,0.8829638273045508,0.0,0.0,1.0,2,Engagé fluide
u1975_v18,0.8461538461538461,1.0,0.0,0.0,2,Engagé fluide
u1975_v19,0.9961460446247465,3.0,0.0,0.0,2,Engagé fluide
u1975_v6,0.12354260089686099,3.0,0.0,1.0,0,Décrocheur rapide
u1975_v7,0.02857142857142857,2.0,1.0,3.0,0,Décrocheur rapide
u1976_v28,0.6847750865051904,5.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1977_v27,0.8315161839863714,2.0,0.0,3.0,2,Engagé fluide
u1977_v3,0.07692307692307693,2.0,0.0,0.0,0,Décrocheur rapide
u1977_v30,0.34191616766467064,1.0,0.0,2.0,0,Décrocheur rapide
u1977_v6,0.7107623318385651,0.0,0.0,2.0,2,Engagé fluide
u1977_v9,0.35100671140939593,5.0,2.0,4.0,3,Zappeur (replay/seek fréquents)
u1978_v10,0.7733793103448277,4.0,1.0,1.0,2,Engagé fluide
u1978_v16,0.04810126582278481,1.0,1.0,1.0,0,Décrocheur rapide
u1978_v18,0.807085020242915,5.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1978_v2,0.9218453188602442,2.0,0.0,4.0,2,Engagé fluide
u1978_v9,0.33120805369127515,2.0,1.0,0.0,0,Décrocheur rapide
u1979_v15,0.2466755319148936,2.0,0.0,0.0,0,Décrocheur rapide
u1979_v19,0.4709939148073022,1.0,1.0,1.0,0,Décrocheur rapide
u1979_v4,0.9629251700680271,0.0,0.0,3.0,2,Engagé fluide
u197_v15,0.8916223404255319,6.0,1.0,2.0,1,Zappeur (replay/seek fréquents)
u197_v17,0.7687281213535588,3.0,0.0,2.0,2,Engagé fluide
u197_v9,0.06409395973154362,4.0,1.0,6.0,1,Zappeur (replay/seek fréquents)
u1980_v17,0.6534422403733956,3.0,0.0,2.0,2,Engagé fluide
u1981_v10,0.9744827586206897,2.0,0.0,1.0,2,Engagé fluide
u1982_v14,0.8977653631284915,2.0,0.0,2.0,2,Engagé fluide
u1982_v20,0.0699604743083004,1.0,1.0,2.0,0,Décrocheur rapide
u1982_v3,0.6288014311270125,4.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1983_v14,0.8365921787709497,1.0,0.0,7.0,1,Zappeur (replay/seek fréquents)
u1983_v27,0.9112436115843271,1.0,0.0,0.0,2,Engagé fluide
u1983_v3,0.6699463327370304,3.0,0.0,6.0,1,Zappeur (replay/seek fréquents)
u1984_v21,0.48010269576379977,4.0,0.0,1.0,0,Décrocheur rapide
u1984_v24,0.1299191374663073,3.0,0.0,3.0,0,Décrocheur rapide
u1984_v3,0.6491949910554561,4.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1985_v2,0.9303934871099051,2.0,1.0,2.0,2,Engagé fluide
u1985_v21,0.9360718870346599,3.0,1.0,1.0,2,Engagé fluide
u1985_v6,0.8497757847533632,6.0,2.0,1.0,3,Zappeur (replay/seek fréquents)
u1986_v10,0.08289655172413793,3.0,0.0,3.0,0,Décrocheur rapide
u1986_v13,0.04372037914691943,2.0,0.0,1.0,0,Décrocheur rapide
u1986_v14,0.8231843575418994,0.0,0.0,1.0,2,Engagé fluide
u1986_v20,0.9922266139657444,1.0,0.0,1.0,2,Engagé fluide
u1986_v22,0.12198142414860681,4.0,0.0,1.0,0,Décrocheur rapide
u1986_v27,0.22350936967632026,3.0,1.0,1.0,0,Décrocheur rapide
u1986_v30,0.8643712574850299,3.0,0.0,2.0,2,Engagé fluide
u1987_v15,0.061835106382978726,5.0,0.0,1.0,0,Décrocheur rapide
u1987_v26,0.9794251134644478,2.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u1987_v29,0.8092446448703494,4.0,0.0,2.0,1,Zappeur (replay/seek fréquents)
u1988_v1,0.5221311475409837,1.0,2.0,3.0,3,Zappeur (replay/seek fréquents)
u1988_v24,0.9830188679245283,4.0,1.0,0.0,2,Engagé fluide
u1988_v7,0.038293650793650796,0.0,1.0,1.0,0,Décrocheur rapide
u1988_v8,0.42419825072886297,1.0,1.0,1.0,0,Décrocheur rapide
u1989_v21,0.04261874197689346,1.0,0.0,1.0,0,Décrocheur rapide
u1989_v23,0.49973614775725594,2.0,1.0,1.0,2,Engagé fluide
u1989_v26,0.9118003025718608,1.0,0.0,3.0,2,Engagé fluide
u1989_v7,0.6615079365079365,5.0,0.0,0.0,2,Engagé fluide
u1989_v8,0.607871720116618,1.0,3.0,2.0,3,Zappeur (replay/seek fréquents)
u198_v12,0.9384375,3.0,0.0,0.0,2,Engagé fluide
u198_v15,0.023803191489361702,5.0,2.0,1.0,3,Zappeur (replay/seek fréquents)
u198_v16,0.325,3.0,1.0,2.0,0,Décrocheur rapide
u1990_v27,0.02572402044293015,3.0,1.0,3.0,0,Décrocheur rapide
u1990_v28,0.9859861591695501,6.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1991_v14,0.4645251396648045,3.0,0.0,3.0,0,Décrocheur rapide
u1991_v27,0.043100511073253835,2.0,0.0,4.0,0,Décrocheur rapide
u1991_v4,0.27448979591836736,0.0,0.0,3.0,0,Décrocheur rapide
u1991_v5,0.6799999999999999,5.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u1992_v15,0.9593085106382978,7.0,1.0,0.0,1,Zappeur (replay/seek fréquents)
u1992_v9,0.15000000000000002,6.0,0.0,0.0,0,Décrocheur rapide
u1993_v30,0.7538922155688623,0.0,2.0,0.0,3,Zappeur (replay/seek fréquents)
u1993_v8,0.7472303206997085,1.0,0.0,2.0,2,Engagé fluide
u1994_v2,0.025101763907734057,1.0,0.0,1.0,0,Décrocheur rapide
u1994_v30,0.8050898203592813,2.0,2.0,0.0,3,Zappeur (replay/seek fréquents)
u1995_v16,0.8825949367088607,3.0,0.0,4.0,1,Zappeur (replay/seek fréquents)
u1995_v19,0.045182870832081695,1.0,0.0,0.0,0,Décrocheur rapide
u1995_v22,0.6226006191950464,3.0,0.0,1.0,2,Engagé fluide
u1995_v24,0.9824797843665768,0.0,0.0,4.0,2,Engagé fluide
u1995_v5,0.10814814814814815,1.0,3.0,3.0,3,Zappeur (replay/seek fréquents)
u1997_v22,0.7287925696594427,2.0,0.0,0.0,2,Engagé fluide
u1997_v29,0.35129650507328075,2.0,0.0,0.0,0,Décrocheur rapide
u1998_v1,0.8762295081967214,2.0,1.0,1.0,2,Engagé fluide
u1998_v14,0.39888268156424583,1.0,0.0,1.0,0,Décrocheur rapide
u1998_v27,0.9926746166950597,2.0,1.0,3.0,2,Engagé fluide
u1998_v8,0.7725947521865889,4.0,0.0,1.0,2,Engagé fluide
u1999_v12,0.99875,2.0,0.0,1.0,2,Engagé fluide
u1999_v14,0.9384078212290502,4.0,0.0,1.0,2,Engagé fluide
u1999_v15,0.14694148936170212,2.0,0.0,2.0,0,Décrocheur rapide
u1999_v2,0.8780189959294438,1.0,1.0,3.0,2,Engagé fluide
u1999_v22,0.5792569659442725,2.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u199_v15,0.867686170212766,1.0,0.0,4.0,2,Engagé fluide
u199_v27,0.06490630323679727,5.0,2.0,6.0,3,Zappeur (replay/seek fréquents)
u199_v3,0.8581395348837209,4.0,0.0,1.0,2,Engagé fluide
u1_v20,0.802635046113307,2.0,1.0,0.0,2,Engagé fluide
u1_v22,0.6575851393188855,3.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1_v25,0.47641129032258067,4.0,1.0,5.0,1,Zappeur (replay/seek fréquents)
u1_v26,0.2869894099848714,6.0,1.0,0.0,1,Zappeur (replay/seek fréquents)
u1_v29,0.914543404735062,5.0,0.0,1.0,1,Zappeur (replay/seek fréquents)
u1_v7,0.4125028763003014,1.0,0.0,3.0,0,Décrocheur rapide
u2000_v22,0.551702786377709,4.0,0.0,5.0,1,Zappeur (replay/seek fréquents)
u2000_v24,0.9362533692722372,4.0,0.0,3.0,1,Zappeur (replay/seek fréquents)
u2000_v29,0.29785794813979705,2.0,1.0,3.0,0,Décrocheur rapide
u2000_v4,0.10328798185941042,3.0,0.0,2.0,0,Décrocheur rapide
u2000_v5,0.6925925925925925,1.0,3.0,3.0,3,Zappeur (replay/seek fréquents)
