session_id,video_id,n_events,speed_ratio,anomalie_vitesse,regularite_anormale,sans_interaction_video_longue,non_exploitable
s003372,v27,6,1.0,False,False,False,False
s003373,v14,9,1.0,False,False,False,False
s003374,v20,8,1.0,False,False,False,False
s003375,v20,5,1.0,False,False,False,False
s003376,v1,11,1.0,False,False,False,False
s003377,v2,3,1.0,False,False,False,False
s003378,v17,8,1.0,False,False,False,False
s003379,v4,8,1.0,False,False,False,False
s003380,v13,3,1.0,False,False,False,False
s003381,v4,5,1.0,False,False,False,False
s003382,v18,6,0.68,False,False,False,False
s003383,v30,9,1.02,False,False,False,False
s003384,v7,7,1.0,False,False,False,False
s003385,v20,7,1.0,False,False,False,False
s003386,v29,6,1.0,False,False,False,False
s003387,v5,8,1.0,False,False,False,False
s003388,v12,13,1.0,False,False,False,False
s003389,v11,5,1.0,False,False,False,False
s003390,v30,8,1.0,False,False,False,False
s003391,v25,7,1.0,False,False,False,False
s003392,v9,9,1.0,False,False,False,False
s003393,v12,14,1.0,False,False,False,False
s003394,v14,7,1.0,False,False,False,False
s003395,v8,8,1.0,False,False,False,False
s003396,v4,7,1.0,False,False,False,False
s003397,v13,5,1.0,False,False,False,False
s003398,v28,7,1.0,False,False,False,False
s003399,v29,7,1.0,False,False,False,False
s003400,v18,6,1.0,False,False,False,False
s003401,v17,11,1.0,False,False,False,False
s003402,v2,8,1.0,False,False,False,False
s003403,v17,4,1.0,False,False,False,False
s003404,v10,7,1.0,False,False,False,False
s003405,v19,6,1.0,False,False,False,False
s003406,v9,8,1.0,False,False,False,False
s003407,v27,6,1.0,False,False,False,False
s003408,v28,6,1.0,False,False,False,False
s003409,v27,8,1.0,False,False,False,False
s003410,v23,6,1.0,False,False,False,False
s003411,v7,2,1.0,False,False,True,True
s003412,v5,6,1.0,False,False,False,False
s003413,v12,9,0.91,False,False,False,False
s003414,v23,6,1.0,False,False,False,False
s003415,v14,9,1.0,False,False,False,False
s003416,v28,9,1.0,False,False,False,False
s003417,v13,3,1.0,False,False,False,False
s003418,v23,8,1.0,False,False,False,False
s003419,v25,5,0.52,False,False,False,False
s003420,v29,6,1.0,False,False,False,False
s003421,v24,8,1.0,False,False,False,False
s003422,v18,8,1.0,False,False,False,False
s003423,v25,8,1.0,False,False,False,False
s003424,v22,9,1.0,False,False,False,False
s003425,v18,8,1.0,False,False,False,False
s003426,v11,6,1.0,False,False,False,False
s003427,v25,7,1.0,False,False,False,False
s003428,v12,7,1.0,False,False,False,False
s003429,v13,8,1.0,False,False,False,False
s003430,v30,8,1.0,False,False,False,False
s003431,v20,4,1.0,False,False,False,False
s003432,v2,7,1.0,False,False,False,False
s003433,v13,7,1.0,False,False,False,False
s003434,v9,3,1.0,False,False,False,False
s003435,v30,7,1.0,False,False,False,False
s003436,v10,8,1.0,False,False,False,False
s003437,v13,6,1.0,False,False,False,False
s003438,v20,11,1.0,False,False,False,False
s003439,v28,6,1.0,False,False,False,False
s003440,v30,4,1.0,False,False,False,False
s003441,v25,7,1.0,False,False,False,False
s003442,v5,8,1.0,False,False,False,False
s003443,v19,9,1.0,False,False,False,False
s003444,v12,5,1.0,False,False,False,False
s003445,v5,4,1.0,False,False,False,False
s003446,v29,5,1.0,False,False,False,False
s003447,v20,7,1.0,False,False,False,False
s003448,v4,9,1.0,False,False,False,False
s003449,v15,4,1.0,False,False,False,False
s003450,v24,7,1.0,False,False,False,False
s003451,v22,5,1.0,False,False,False,False
s003452,v14,8,1.0,False,False,False,False
s003453,v7,7,1.0,False,False,False,False
s003454,v4,7,1.0,False,False,False,False
s003455,v23,5,1.0,False,False,False,False
s003456,v15,6,1.0,False,False,False,False
s003457,v13,14,1.0,False,False,False,False
s003458,v16,10,1.0,False,False,False,False
s003459,v2,8,1.0,False,False,False,False
s003460,v9,6,1.0,False,False,False,False
s003461,v20,6,1.0,False,False,False,False
s003462,v17,6,0.95,False,False,False,False
s003463,v21,9,1.0,False,False,False,False
s003464,v16,7,1.0,False,False,False,False
s003465,v24,4,1.0,False,False,False,False
s003466,v9,4,1.0,False,False,False,False
s003467,v24,5,1.0,False,False,False,False
s003468,v5,6,1.0,False,False,False,False
s003469,v24,6,1.0,False,False,False,False
s003470,v8,7,1.0,False,False,False,False
s003471,v9,7,1.0,False,False,False,False
s003472,v8,10,1.0,False,False,False,False
s003473,v28,5,1.0,False,False,False,False
s003474,v2,6,1.0,False,False,False,False
s003475,v3,8,1.0,False,False,False,False
s003476,v21,13,1.0,False,False,False,False
s003477,v30,6,1.0,False,False,False,False
s003478,v3,3,1.0,False,False,False,False
s003479,v20,6,1.0,False,False,False,False
s003480,v5,5,1.0,False,False,False,False
s003481,v4,8,1.0,False,False,False,False
s003482,v28,8,1.0,False,False,False,False
s003483,v30,11,1.62,False,False,False,False
s003484,v22,8,1.0,False,False,False,False
s003485,v5,5,1.0,False,False,False,False
s003486,v25,10,1.0,False,False,False,False
s003487,v5,4,1.0,False,False,False,False
s003488,v2,5,1.0,False,False,False,False
s003489,v11,6,1.02,False,False,False,False
s003490,v25,8,1.0,False,False,False,False
s003491,v28,7,1.0,False,False,False,False
s003492,v24,8,0.99,False,False,False,False
s003493,v8,8,1.0,False,False,False,False
s003494,v17,10,1.0,False,False,False,False
s003495,v27,9,1.0,False,False,False,False
s003496,v22,4,1.0,False,False,False,False
s003497,v22,7,1.0,False,False,False,False
s003498,v30,6,1.0,False,False,False,False
s003499,v4,12,1.0,False,False,False,False
s003500,v27,7,1.0,False,False,False,False
s003501,v18,7,1.0,False,False,False,False
s003502,v5,9,1.0,False,False,False,False
s003503,v9,9,1.0,False,False,False,False
s003504,v25,5,1.0,False,False,False,False
s003505,v28,2,1.0,False,False,False,False
s003506,v24,7,1.0,False,False,False,False
s003507,v17,5,1.0,False,False,False,False
s003508,v17,11,1.0,False,False,False,False
s003509,v28,3,1.0,False,False,False,False
s003510,v8,7,1.0,False,False,False,False
s003511,v4,6,1.0,False,False,False,False
s003512,v9,9,1.0,False,False,False,False
s003513,v19,9,1.0,False,False,False,False
s003514,v21,5,1.0,False,False,False,False
s003515,v10,8,1.0,False,False,False,False
s003516,v12,6,1.0,False,False,False,False
s003517,v22,7,1.01,False,False,False,False
s003518,v18,6,1.0,False,False,False,False
s003519,v3,7,1.0,False,False,False,False
s003520,v20,7,0.95,False,False,False,False
s003521,v10,5,1.0,False,False,False,False
s003522,v9,5,1.0,False,False,False,False
s003523,v29,5,1.0,False,False,False,False
s003524,v14,10,1.0,False,False,False,False
s003525,v12,11,0.99,False,False,False,False
s003526,v19,9,1.0,False,False,False,False
s003527,v23,8,1.0,False,False,False,False
s003528,v16,4,1.0,False,False,False,False
s003529,v25,9,1.0,False,False,False,False
s003530,v27,4,1.0,False,False,False,False
s003531,v10,6,1.0,False,False,False,False
s003532,v17,7,1.0,False,False,False,False
s003533,v13,7,1.0,False,False,False,False
s003534,v16,9,1.0,False,False,False,False
s003535,v14,9,1.0,False,False,False,False
s003536,v2,2,1.0,False,False,True,True
s003537,v11,10,1.0,False,False,False,False
s003538,v10,10,1.0,False,False,False,False
s003539,v3,5,0.99,False,False,False,False
s003540,v12,5,1.0,False,False,False,False
s003541,v20,4,1.0,False,False,False,False
s003542,v7,6,1.0,False,False,False,False
s003543,v14,6,1.0,False,False,False,False
s003544,v3,9,1.0,False,False,False,False
s003545,v18,10,1.0,False,False,False,False
s003546,v24,10,1.0,False,False,False,False
s003547,v20,6,1.0,False,False,False,False
s003548,v25,14,1.0,False,False,False,False
s003549,v24,4,1.0,False,False,False,False
s003550,v10,7,1.0,False,False,False,False
s003551,v7,6,1.0,False,False,False,False
s003552,v24,4,1.0,False,False,False,False
s003553,v3,11,1.0,False,False,False,False
s003554,v12,6,1.0,False,False,False,False
s003555,v16,6,1.0,False,False,False,False
s003556,v21,6,1.0,False,False,False,False
s003557,v20,8,1.0,False,False,False,False
s003558,v11,5,1.0,False,False,False,False
s003559,v4,5,0.97,False,False,False,False
s003560,v8,7,1.0,False,False,False,False
s003561,v30,9,1.0,False,False,False,False
s003562,v6,5,0.89,False,False,False,False
s003563,v17,3,1.0,False,False,False,False
s003564,v4,4,1.0,False,False,False,False
s003565,v26,5,1.0,False,False,False,False
s003566,v3,8,1.0,False,False,False,False
s003567,v2,8,1.0,False,False,False,False
s003568,v17,6,1.0,False,False,False,False
s003569,v15,6,1.0,False,False,False,False
s003570,v13,5,1.0,False,False,False,False
s003571,v28,9,1.0,False,False,False,False
s003572,v27,5,1.0,False,False,False,False
s003573,v27,4,0.32,False,True,False,True
s003574,v14,3,1.0,False,False,False,False
s003575,v18,10,1.0,False,False,False,False
s003576,v6,6,1.0,False,False,False,False
s003577,v23,6,1.0,False,False,False,False
s003578,v2,5,1.0,False,False,False,False
s003579,v2,8,1.0,False,False,False,False
s003580,v11,11,1.0,False,False,False,False
s003581,v29,9,1.0,False,False,False,False
s003582,v15,9,1.0,False,False,False,False
s003583,v7,3,1.0,False,False,False,False
s003584,v29,6,1.0,False,False,False,False
s003585,v4,8,1.0,False,False,False,False
s003586,v21,5,1.0,False,False,False,False
s003587,v20,6,1.0,False,False,False,False
s003588,v25,9,1.0,False,False,False,False
s003589,v23,6,1.0,False,False,False,False
s003590,v7,7,1.0,False,False,False,False
s003591,v15,5,1.0,False,False,False,False
s003592,v3,7,1.0,False,False,False,False
s003593,v25,3,1.0,False,False,False,False
s003594,v17,8,1.0,False,False,False,False
s003595,v7,9,1.0,False,False,False,False
s003596,v26,8,1.0,False,False,False,False
s003597,v15,5,1.0,False,False,False,False
s003598,v3,5,1.0,False,False,False,False
s003599,v9,5,1.0,False,False,False,False
s003600,v13,9,1.0,False,False,False,False
s003601,v21,12,1.0,False,False,False,False
s003602,v11,7,1.0,False,False,False,False
s003603,v23,8,1.0,False,False,False,False
s003604,v9,5,1.0,False,False,False,False
s003605,v27,4,1.0,False,False,False,False
s003606,v4,5,1.0,False,False,False,False
s003607,v23,9,1.0,False,False,False,False
s003608,v27,12,1.01,False,False,False,False
s003609,v4,7,1.0,False,False,False,False
s003610,v1,7,1.0,False,False,False,False
s003611,v24,5,1.0,False,False,False,False
s003612,v10,8,1.0,False,False,False,False
s003613,v18,8,1.0,False,False,False,False
s003614,v29,6,1.0,False,False,False,False
s003615,v9,9,1.0,False,False,False,False
s003616,v18,6,1.0,False,False,False,False
s003617,v29,9,1.0,False,False,False,False
s003618,v8,7,1.0,False,False,False,False
s003619,v24,5,1.0,False,False,False,False
s003620,v9,6,1.01,False,False,False,False
s003621,v14,9,0.8,False,False,False,False
s003622,v26,4,1.0,False,False,False,False
s003623,v6,4,1.97,False,False,False,False
s003624,v15,8,1.0,False,False,False,False
s003625,v18,3,1.0,False,False,False,False
s003626,v13,5,1.0,False,False,False,False
s003627,v19,8,1.58,False,False,False,False
s003628,v3,6,1.0,False,False,False,False
s003629,v14,10,1.0,False,False,False,False
s003630,v28,5,1.0,False,False,False,False
s003631,v14,7,1.0,False,False,False,False
s003632,v13,4,1.0,False,False,False,False
s003633,v11,5,1.0,False,False,False,False
s003634,v27,7,1.0,False,False,False,False
s003635,v22,4,1.0,False,False,False,False
s003636,v5,9,1.0,False,False,False,False
s003637,v7,4,1.0,False,False,False,False
s003638,v25,8,1.0,False,False,False,False
s003639,v20,4,1.0,False,False,False,False
s003640,v1,8,1.0,False,False,False,False
s003641,v5,5,1.0,False,False,False,False
s003642,v27,6,1.0,False,False,False,False
s003643,v1,11,1.0,False,False,False,False
s003644,v23,6,1.0,False,False,False,False
s003645,v3,6,1.0,False,False,False,False
s003646,v5,7,1.0,False,False,False,False
s003647,v15,10,1.0,False,False,False,False
s003648,v21,4,1.0,False,False,False,False
s003649,v27,10,1.0,False,False,False,False
s003650,v30,11,1.0,False,False,False,False
s003651,v26,9,1.0,False,False,False,False
s003652,v3,13,1.0,False,False,False,False
s003653,v22,9,1.0,False,False,False,False
s003654,v28,3,1.0,False,False,False,False
s003655,v17,9,1.0,False,False,False,False
s003656,v21,11,1.0,False,False,False,False
s003657,v23,8,1.0,False,False,False,False
s003658,v18,7,1.0,False,False,False,False
s003659,v23,4,1.0,False,False,False,False
s003660,v19,6,1.0,False,False,False,False
s003661,v22,7,1.0,False,False,False,False
s003662,v25,8,0.69,False,False,False,False
s003663,v17,11,1.0,False,False,False,False
s003664,v10,4,1.01,False,False,False,False
s003665,v8,11,1.0,False,False,False,False
s003666,v27,13,1.0,False,False,False,False
s003667,v18,11,1.0,False,False,False,False
s003668,v15,4,1.0,False,False,False,False
s003669,v2,5,1.0,False,False,False,False
s003670,v14,6,1.6,False,False,False,False
s003671,v13,8,1.0,False,False,False,False
s003672,v14,6,1.0,False,False,False,False
s003673,v30,8,1.0,False,False,False,False
s003674,v25,8,1.0,False,False,False,False
s003675,v16,10,1.0,False,False,False,False
s003676,v15,8,1.0,False,False,False,False
s003677,v10,7,1.0,False,False,False,False
s003678,v13,5,1.0,False,False,False,False
s003679,v14,8,1.0,False,False,False,False
s003680,v23,6,1.0,False,False,False,False
s003681,v29,6,1.0,False,False,False,False
s003682,v30,6,1.0,False,False,False,False
s003683,v25,5,1.04,False,False,False,False
s003684,v24,6,1.0,False,False,False,False
s003685,v1,8,1.0,False,False,False,False
s003686,v30,6,1.0,False,False,False,False
s003687,v9,12,1.0,False,False,False,False
s003688,v28,7,1.0,False,False,False,False
s003689,v27,7,1.0,False,False,False,False
s003690,v28,9,1.0,False,False,False,False
s003691,v3,7,1.0,False,False,False,False
s003692,v20,9,1.0,False,False,False,False
s003693,v3,7,1.0,False,False,False,False
s003694,v15,14,1.0,False,False,False,False
s003695,v10,7,1.0,False,False,False,False
s003696,v10,5,1.0,False,False,False,False
s003697,v14,6,1.0,False,False,False,False
s003698,v2,9,1.0,False,False,False,False
s003699,v21,10,1.0,False,False,False,False
s003700,v18,9,1.0,False,False,False,False
s003701,v8,7,1.0,False,False,False,False
s003702,v8,10,0.89,False,False,False,False
s003703,v28,7,1.0,False,False,False,False
s003704,v14,6,1.0,False,False,False,False
s003705,v23,6,1.0,False,False,False,False
s003706,v28,6,1.0,False,False,False,False
s003707,v20,12,1.0,False,False,False,False
s003708,v5,6,1.0,False,False,False,False
s003709,v27,7,1.0,False,False,False,False
s003710,v13,5,1.0,False,False,False,False
s003711,v12,3,1.0,False,False,False,False
s003712,v23,10,2.1,False,False,False,False
s003713,v10,9,1.0,False,False,False,False
s003714,v14,5,1.0,False,False,False,False
s003715,v22,7,1.0,False,False,False,False
s003716,v16,4,1.01,False,False,False,False
s003717,v3,6,1.0,False,False,False,False
s003718,v21,8,1.0,False,False,False,False
s003719,v22,10,1.0,False,False,False,False
s003720,v22,6,1.0,False,False,False,False
s003721,v13,5,1.0,False,False,False,False
s003722,v18,15,1.0,False,False,False,False
s003723,v5,4,1.0,False,False,False,False
s003724,v19,5,1.0,False,False,False,False
s003725,v10,10,1.0,False,False,False,False
s003726,v8,10,1.0,False,False,False,False
s003727,v24,6,1.0,False,False,False,False
s003728,v3,5,1.0,False,False,False,False
s003729,v22,10,1.0,False,False,False,False
s003730,v18,7,1.0,False,False,False,False
s003731,v27,6,1.0,False,False,False,False
s003732,v19,5,1.0,False,False,False,False
s003733,v30,8,1.0,False,False,False,False
s003734,v17,8,1.0,False,False,False,False
s003735,v18,13,1.0,False,False,False,False
s003736,v16,5,1.0,False,False,False,False
s003737,v7,6,1.0,False,False,False,False
s003738,v7,6,1.0,False,False,False,False
s003739,v15,6,1.0,False,False,False,False
s003740,v10,9,1.0,False,False,False,False
s003741,v22,9,1.0,False,False,False,False
s003742,v14,6,1.0,False,False,False,False
s003743,v3,6,1.0,False,False,False,False
s003744,v9,3,1.0,False,False,False,False
s003745,v13,5,1.0,False,False,False,False
s003746,v19,7,1.0,False,False,False,False
s003747,v12,9,1.0,False,False,False,False
s003748,v14,6,1.0,False,False,False,False
s003749,v26,8,1.0,False,False,False,False
s003750,v13,7,1.0,False,False,False,False
s003751,v30,5,1.0,False,False,False,False
s003752,v30,8,1.0,False,False,False,False
s003753,v22,11,1.0,False,False,False,False
s003754,v24,5,1.0,False,False,False,False
s003755,v14,8,1.0,False,False,False,False
s003756,v10,7,1.0,False,False,False,False
s003757,v29,12,1.0,False,False,False,False
s003758,v13,4,1.0,False,False,False,False
s003759,v8,8,1.0,False,False,False,False
s003760,v6,5,1.0,False,False,False,False
s003761,v26,5,1.0,False,False,False,False
s003762,v27,8,1.0,False,False,False,False
s003763,v3,6,1.0,False,False,False,False
s003764,v25,7,1.0,False,False,False,False
s003765,v20,5,1.0,False,False,False,False
s003766,v10,8,1.0,False,False,False,False
s003767,v4,5,1.0,False,False,False,False
s003768,v18,9,1.0,False,False,False,False
s003769,v2,5,1.0,False,False,False,False
s003770,v15,8,1.0,False,False,False,False
s003771,v23,9,1.0,False,False,False,False
s003772,v30,8,1.0,False,False,False,False
s003773,v20,8,1.0,False,False,False,False
s003774,v16,8,1.0,False,False,False,False
s003775,v13,4,1.0,False,False,False,False
s003776,v29,14,1.0,False,False,False,False
s003777,v12,8,1.0,False,False,False,False
s003778,v18,9,0.83,False,False,False,False
s003779,v29,9,1.0,False,False,False,False
s003780,v8,5,1.0,False,False,False,False
s003781,v30,5,1.0,False,False,False,False
s003782,v25,8,1.0,False,False,False,False
s003783,v4,5,1.0,False,False,False,False
s003784,v9,4,1.0,False,False,False,False
s003785,v5,4,1.0,False,False,False,False
s003786,v26,7,1.77,False,False,False,False
s003787,v9,11,1.0,False,False,False,False
s003788,v21,6,1.0,False,False,False,False
s003789,v30,6,1.0,False,False,False,False
s003790,v29,6,1.0,False,False,False,False
s003791,v14,7,1.0,False,False,False,False
s003792,v16,9,1.0,False,False,False,False
s003793,v7,4,1.0,False,False,False,False
s003794,v10,7,1.0,False,False,False,False
s003795,v3,5,0.75,False,False,False,False
s003796,v4,7,1.0,False,False,False,False
s003797,v17,7,1.0,False,False,False,False
s003798,v22,8,0.69,False,False,False,False
s003799,v17,7,1.0,False,False,False,False
s003800,v26,5,1.0,False,False,False,False
s003801,v14,3,1.0,False,False,False,False
s003802,v23,9,1.0,False,False,False,False
s003803,v14,8,0.91,False,False,False,False
s003804,v28,7,1.14,False,False,False,False
s003805,v25,9,1.0,False,False,False,False
s003806,v29,5,1.0,False,False,False,False
s003807,v27,7,1.0,False,False,False,False
s003808,v7,7,1.0,False,False,False,False
s003809,v28,6,1.0,False,False,False,False
s003810,v9,8,1.0,False,False,False,False
s003811,v9,9,1.0,False,False,False,False
s003812,v8,7,1.0,False,False,False,False
s003813,v20,5,1.0,False,False,False,False
s003814,v9,8,2.74,False,False,False,False
s003815,v22,8,1.0,False,False,False,False
s003816,v7,4,1.0,False,False,False,False
s003817,v19,6,1.0,False,False,False,False
s003818,v25,6,1.0,False,False,False,False
s003819,v6,3,1.0,False,False,False,False
s003820,v12,6,1.0,False,False,False,False
s003821,v16,6,0.99,False,False,False,False
s003822,v1,7,1.0,False,False,False,False
s003823,v28,6,1.0,False,False,False,False
s003824,v11,7,1.0,False,False,False,False
s003825,v14,8,1.0,False,False,False,False
s003826,v6,5,1.0,False,False,False,False
s003827,v4,6,1.0,False,False,False,False
s003828,v2,5,1.0,False,False,False,False
s003829,v20,8,1.63,False,False,False,False
s003830,v19,3,0.0,False,False,False,False
s003831,v30,8,1.0,False,False,False,False
s003832,v26,8,1.0,False,False,False,False
s003833,v7,7,1.0,False,False,False,False
s003834,v4,6,1.0,False,False,False,False
s003835,v10,5,1.0,False,False,False,False
s003836,v26,5,1.0,False,False,False,False
s003837,v28,8,1.0,False,False,False,False
s003838,v15,15,1.0,False,False,False,False
s003839,v9,6,1.0,False,False,False,False
s003840,v11,5,1.0,False,False,False,False
s003841,v27,8,1.0,False,False,False,False
s003842,v9,7,1.0,False,False,False,False
s003843,v8,9,1.0,False,False,False,False
s003844,v29,9,1.0,False,False,False,False
s003845,v23,6,1.0,False,False,False,False
s003846,v28,4,0.55,False,False,False,False
s003847,v25,7,1.0,False,False,False,False
s003848,v7,6,1.0,False,False,False,False
s003849,v11,4,1.0,False,False,False,False
s003850,v9,9,1.0,False,False,False,False
s003851,v23,7,1.0,False,False,False,False
s003852,v15,4,1.0,False,False,False,False
s003853,v3,6,1.0,False,False,False,False
s003854,v27,5,1.0,False,False,False,False
s003855,v25,13,1.0,False,False,False,False
s003856,v23,6,1.0,False,False,False,False
s003857,v9,4,1.0,False,False,False,False
s003858,v28,4,1.0,False,False,False,False
s003859,v3,7,1.0,False,False,False,False
s003860,v27,12,1.0,False,False,False,False
s003861,v3,8,0.95,False,False,False,False
s003862,v9,5,1.0,False,False,False,False
s003863,v15,7,1.0,False,False,False,False
s003864,v21,7,1.0,False,False,False,False
s003865,v20,5,1.0,False,False,False,False
s003866,v28,7,2.86,False,False,False,False
s003867,v15,6,1.0,False,False,False,False
s003868,v27,5,1.0,False,False,False,False
s003869,v30,4,1.0,False,False,False,False
s003870,v1,8,1.0,False,False,False,False
s003871,v13,9,1.0,False,False,False,False
s003872,v13,7,1.0,False,False,False,False
s003873,v11,4,1.0,False,False,False,False
s003874,v16,7,1.0,False,False,False,False
s003875,v12,8,1.0,False,False,False,False
s003876,v26,6,1.0,False,False,False,False
s003877,v6,8,1.0,False,False,False,False
s003878,v22,6,1.0,False,False,False,False
s003879,v26,10,1.0,False,False,False,False
s003880,v23,7,1.0,False,False,False,False
s003881,v29,5,1.0,False,False,False,False
s003882,v17,7,1.0,False,False,False,False
s003883,v27,8,1.0,False,False,False,False
s003884,v14,7,1.0,False,False,False,False
s003885,v30,5,1.0,False,False,False,False
s003886,v27,3,1.0,False,False,False,False
s003887,v27,4,1.0,False,False,False,False
s003888,v9,6,1.0,False,False,False,False
s003889,v23,7,1.0,False,False,False,False
s003890,v7,5,1.0,False,False,False,False
s003891,v28,6,1.0,False,False,False,False
s003892,v5,5,1.0,False,False,False,False
s003893,v24,9,1.0,False,False,False,False
s003894,v25,4,1.0,False,False,False,False
s003895,v2,5,1.0,False,False,False,False
s003896,v22,12,1.0,False,False,False,False
s003897,v30,5,1.0,False,False,False,False
s003898,v24,6,1.0,False,False,False,False
s003899,v7,6,1.0,False,False,False,False
s003900,v15,7,1.0,False,False,False,False
s003901,v21,8,1.0,False,False,False,False
s003902,v29,9,0.99,False,False,False,False
s003903,v23,8,1.0,False,False,False,False
s003904,v10,5,1.0,False,False,False,False
s003905,v14,12,1.0,False,False,False,False
s003906,v30,10,1.0,False,False,False,False
s003907,v10,12,1.0,False,False,False,False
s003908,v12,12,1.0,False,False,False,False
s003909,v29,6,1.0,False,False,False,False
s003910,v26,6,1.0,False,False,False,False
s003911,v22,7,1.0,False,False,False,False
s003912,v6,9,1.0,False,False,False,False
s003913,v9,9,1.0,False,False,False,False
s003914,v1,5,1.0,False,False,False,False
s003915,v13,7,1.0,False,False,False,False
s003916,v11,3,1.0,False,False,False,False
s003917,v26,10,1.0,False,False,False,False
s003918,v14,7,1.0,False,False,False,False
s003919,v15,7,1.0,False,False,False,False
s003920,v21,6,1.0,False,False,False,False
s003921,v30,8,1.0,False,False,False,False
s003922,v20,7,1.0,False,False,False,False
s003923,v7,6,1.0,False,False,False,False
s003924,v15,7,1.31,False,False,False,False
s003925,v2,6,1.0,False,False,False,False
s003926,v20,6,1.0,False,False,False,False
s003927,v28,10,1.0,False,False,False,False
s003928,v28,6,1.0,False,False,False,False
s003929,v28,7,1.0,False,False,False,False
s003930,v24,7,1.0,False,False,False,False
s003931,v4,9,1.0,False,False,False,False
s003932,v23,7,1.0,False,False,False,False
s003933,v17,8,1.0,False,False,False,False
s003934,v4,3,1.0,False,False,False,False
s003935,v8,6,1.0,False,False,False,False
s003936,v2,3,1.0,False,False,False,False
s003937,v30,5,2.85,False,False,False,False
s003938,v13,7,1.0,False,False,False,False
s003939,v14,5,1.0,False,False,False,False
s003940,v30,4,1.0,False,False,False,False
s003941,v22,6,1.0,False,False,False,False
s003942,v19,8,2.86,False,False,False,False
s003943,v1,8,1.0,False,False,False,False
s003944,v28,4,1.0,False,False,False,False
s003945,v26,7,1.0,False,False,False,False
s003946,v21,9,1.0,False,False,False,False
s003947,v1,7,1.0,False,False,False,False
s003948,v12,7,1.0,False,False,False,False
s003949,v6,6,1.0,False,False,False,False
s003950,v1,3,1.0,False,False,False,False
s003951,v27,8,1.0,False,False,False,False
s003952,v21,6,1.0,False,False,False,False
s003953,v17,6,1.0,False,False,False,False
s003954,v21,8,1.0,False,False,False,False
s003955,v22,10,1.0,False,False,False,False
s003956,v1,9,1.0,False,False,False,False
s003957,v9,10,1.0,False,False,False,False
s003958,v30,7,1.0,False,False,False,False
s003959,v26,8,1.0,False,False,False,False
s003960,v22,10,1.0,False,False,False,False
s003961,v1,8,1.0,False,False,False,False
s003962,v27,10,1.0,False,False,False,False
s003963,v28,8,1.0,False,False,False,False
s003964,v25,6,1.0,False,False,False,False
s003965,v15,6,1.0,False,False,False,False
s003966,v4,9,1.0,False,False,False,False
s003967,v23,8,1.0,False,False,False,False
s003968,v3,7,1.0,False,False,False,False
s003969,v28,8,1.0,False,False,False,False
s003970,v26,7,1.0,False,False,False,False
s003971,v13,6,1.0,False,False,False,False
s003972,v28,7,1.0,False,False,False,False
s003973,v13,6,1.0,False,False,False,False
s003974,v25,5,1.0,False,False,False,False
s003975,v8,6,1.0,False,False,False,False
s003976,v15,7,1.0,False,False,False,False
s003977,v15,5,1.0,False,False,False,False
s003978,v16,5,1.0,False,False,False,False
s003979,v17,9,0.97,False,False,False,False
s003980,v8,5,1.0,False,False,False,False
s003981,v25,6,1.0,False,False,False,False
s003982,v25,11,1.0,False,False,False,False
s003983,v2,9,1.0,False,False,False,False
s003984,v5,6,1.0,False,False,False,False
s003985,v8,12,1.0,False,False,False,False
s003986,v22,6,1.0,False,False,False,False
s003987,v21,9,1.0,False,False,False,False
s003988,v3,6,1.0,False,False,False,False
s003989,v26,8,1.0,False,False,False,False
s003990,v21,10,1.0,False,False,False,False
s003991,v16,8,1.0,False,False,False,False
s003992,v27,8,1.0,False,False,False,False
s003993,v19,9,1.0,False,False,False,False
s003994,v25,5,1.0,False,False,False,False
s003995,v13,6,1.0,False,False,False,False
s003996,v22,8,1.0,False,False,False,False
s003997,v4,7,1.0,False,False,False,False
s003998,v11,3,1.0,False,False,False,False
s003999,v11,5,1.0,False,False,False,False
s004000,v6,10,1.0,False,False,False,False
s004001,v7,8,1.0,False,False,False,False
s004002,v21,4,1.0,False,False,False,False
s004003,v17,8,1.0,False,False,False,False
s004004,v16,10,1.0,False,False,False,False
s004005,v17,12,1.0,False,False,False,False
s004006,v13,5,1.0,False,False,False,False
s004007,v18,8,1.0,False,False,False,False
s004008,v20,7,1.0,False,False,False,False
s004009,v27,8,1.0,False,False,False,False
s004010,v29,11,1.0,False,False,False,False
s004011,v27,4,1.0,False,False,False,False
s004012,v2,4,1.0,False,False,False,False
s004013,v26,8,1.0,False,False,False,False
s004014,v16,11,0.96,False,False,False,False
s004015,v14,8,1.0,False,False,False,False
s004016,v5,6,1.0,False,False,False,False
s004017,v23,7,1.0,False,False,False,False
s004018,v21,6,1.0,False,False,False,False
s004019,v7,6,1.0,False,False,False,False
s004020,v16,5,1.0,False,False,False,False
s004021,v2,3,1.0,False,False,False,False
s004022,v26,5,1.0,False,False,False,False
s004023,v30,6,1.0,False,False,False,False
s004024,v20,7,1.0,False,False,False,False
s004025,v23,6,1.0,False,False,False,False
s004026,v27,6,1.0,False,False,False,False
s004027,v26,8,1.0,False,False,False,False
s004028,v30,7,1.0,False,False,False,False
s004029,v19,8,1.0,False,False,False,False
s004030,v28,10,1.0,False,False,False,False
s004031,v14,11,1.0,False,False,False,False
s004032,v20,15,1.0,False,False,False,False
s004033,v1,6,1.0,False,False,False,False
s004034,v11,7,1.0,False,False,False,False
s004035,v6,7,1.0,False,False,False,False
