session_id,video_id,duration_sec,last_position,watch_ratio,n_pauses,n_seeks,n_plays,n_replays,n_events,pauses_per_min,seeks_per_min,is_completed
s003464,v16,316,42.1,0.13322784810126584,1,4,1,0,7,1.4251781472684086,5.7007125890736345,0
s003465,v24,742,652.8,0.8797843665768194,0,1,1,0,4,0.0,0.09191176470588236,1
s003466,v9,298,238.7,0.8010067114093959,1,1,1,0,4,0.25136154168412234,0.25136154168412234,1
s003467,v24,742,729.0,0.9824797843665768,2,1,1,0,5,0.1646090534979424,0.0823045267489712,1
s003468,v5,540,501.7,0.929074074074074,3,1,1,0,6,0.3587801474985051,0.1195933824995017,1
s003469,v24,742,24.4,0.03288409703504043,2,2,1,0,6,4.918032786885246,4.918032786885246,0
s003470,v8,343,312.5,0.9110787172011662,2,3,1,0,7,0.384,0.5760000000000001,1
s003471,v9,298,283.6,0.9516778523489934,1,3,1,1,7,0.21156558533145273,0.6346967559943582,1
s003472,v8,343,7.2,0.02099125364431487,4,2,1,0,10,33.33333333333333,16.666666666666664,0
s003473,v28,578,491.4,0.8501730103806228,1,1,1,0,5,0.12210012210012211,0.12210012210012211,1
s003474,v2,737,605.2,0.8211668928086839,2,2,1,0,6,0.1982815598149372,0.1982815598149372,1
s003475,v3,559,519.6,0.9295169946332738,3,2,1,0,8,0.3464203233256351,0.23094688221709006,1
s003476,v21,779,729.2,0.9360718870346599,8,2,1,0,13,0.6582556226001096,0.1645639056500274,1
s003477,v30,334,10.3,0.030838323353293416,2,1,1,1,6,11.650485436893202,5.825242718446601,0
s003478,v3,559,452.6,0.809660107334526,0,0,1,0,3,0.0,0.0,1
s003479,v20,759,255.4,0.33649538866930173,3,0,1,0,6,0.7047768206734534,0.0,0
s003480,v5,540,467.1,0.865,1,1,1,1,5,0.12845215157353884,0.12845215157353884,1
s003481,v4,882,757.2,0.8585034013605443,2,3,1,1,8,0.15847860538827258,0.23771790808240886,1
s003482,v28,578,79.8,0.13806228373702423,3,1,1,2,8,2.255639097744361,0.7518796992481204,0
s003483,v30,334,228.74871040375945,0.6848763784543695,2,6,1,1,11,0.5245931213696924,1.5737793641090772,0
s003484,v22,323,195.4,0.604953560371517,2,3,1,1,8,0.6141248720573182,0.9211873080859775,0
s003485,v5,540,459.5,0.850925925925926,1,2,1,0,5,0.1305767138193689,0.2611534276387378,1
s003486,v25,496,441.0,0.8891129032258065,5,2,1,0,10,0.6802721088435374,0.272108843537415,1
s003487,v5,540,234.8,0.4348148148148148,1,1,1,0,4,0.2555366269165247,0.2555366269165247,0
s003488,v2,737,600.7,0.8150610583446405,3,0,1,0,5,0.2996504078574996,0.0,1
s003489,v11,727,45.0,0.061898211829436035,2,0,1,2,6,2.6666666666666665,0.0,0
s003490,v25,496,37.6,0.07580645161290323,1,4,1,1,8,1.5957446808510638,6.382978723404255,0
s003491,v28,578,388.3,0.6717993079584775,1,3,1,1,7,0.1545197012619109,0.4635591037857327,0
s003492,v24,742,477.6,0.6436657681940701,2,2,1,2,8,0.25125628140703515,0.25125628140703515,0
s003493,v8,343,300.3,0.8755102040816327,3,3,1,0,8,0.5994005994005994,0.5994005994005994,1
s003494,v17,857,390.5,0.455659276546091,5,3,1,0,10,0.7682458386683738,0.4609475032010243,0
s003495,v27,587,25.5,0.0434412265758092,2,3,1,2,9,4.705882352941177,7.0588235294117645,0
s003496,v22,323,187.9,0.5817337461300309,1,1,1,0,4,0.31931878658861096,0.31931878658861096,0
s003497,v22,323,305.1,0.9445820433436534,4,1,1,0,7,0.7866273352999017,0.19665683382497542,1
s003498,v30,334,304.1,0.9104790419161677,3,1,1,0,6,0.591910555738244,0.19730351857941467,1
s003499,v4,882,822.5,0.9325396825396826,4,4,1,2,12,0.2917933130699088,0.2917933130699088,1
s003500,v27,587,29.6,0.05042589437819421,2,0,1,2,7,4.054054054054054,0.0,0
s003501,v18,494,472.1,0.9556680161943321,3,2,1,0,7,0.38127515356915903,0.2541834357127727,1
s003502,v5,540,453.2,0.8392592592592593,2,1,1,4,9,0.264783759929391,0.1323918799646955,1
s003503,v9,298,254.8,0.8550335570469799,3,2,1,2,9,0.706436420722135,0.47095761381475665,1
s003504,v25,496,267.2,0.5387096774193548,0,3,1,0,5,0.0,0.6736526946107785,0
s003505,v28,578,139.4,0.2411764705882353,0,0,0,1,2,0.0,0.0,0
s003506,v24,742,636.8,0.85822102425876,1,3,1,1,7,0.0942211055276382,0.28266331658291455,1
s003507,v17,857,494.2,0.5766627771295215,2,2,1,0,5,0.24281667341157426,0.24281667341157426,0
s003508,v17,857,809.2,0.9442240373395566,4,4,1,1,11,0.29658922392486403,0.29658922392486403,1
s003509,v28,578,518.1,0.8963667820069204,1,0,1,0,3,0.11580775911986103,0.0,1
s003510,v8,343,43.4,0.12653061224489795,3,0,1,1,7,4.147465437788019,0.0,0
s003511,v4,882,49.8,0.0564625850340136,4,0,1,0,6,4.819277108433735,0.0,0
s003512,v9,298,38.8,0.13020134228187918,3,4,1,0,9,4.639175257731959,6.185567010309279,0
s003513,v19,493,416.1,0.8440162271805274,3,2,1,2,9,0.43258832011535686,0.2883922134102379,1
s003514,v21,779,159.5,0.20474967907573813,1,2,1,0,5,0.3761755485893417,0.7523510971786834,0
s003515,v10,725,459.4,0.6336551724137931,2,4,1,0,8,0.261210274270788,0.522420548541576,0
s003516,v12,320,310.2,0.969375,3,1,1,0,6,0.5802707930367504,0.19342359767891684,1
s003517,v22,323,157.8,0.4885448916408669,0,4,1,1,7,0.0,1.520912547528517,0
s003518,v18,494,438.4,0.8874493927125505,1,0,1,3,6,0.13686131386861314,0.0,1
s003519,v3,559,388.9,0.6957066189624329,3,1,1,1,7,0.4628439187451787,0.1542813062483929,0
s003520,v20,759,575.7,0.7584980237154151,2,3,1,0,7,0.20844189682126105,0.3126628452318916,0
s003521,v10,725,580.3,0.8004137931034482,2,2,0,0,5,0.20678959159055665,0.20678959159055665,1
s003522,v9,298,138.4,0.4644295302013423,2,0,1,2,5,0.8670520231213873,0.0,0
s003523,v29,887,89.3,0.10067643742953776,3,0,0,2,5,2.015677491601344,0.0,0
s003524,v14,716,319.5,0.44622905027932963,2,6,1,0,10,0.3755868544600939,1.1267605633802817,0
s003525,v12,320,267.1,0.8346875,3,4,1,2,11,0.6739049045301384,0.8985398727068513,1
s003526,v19,493,407.1,0.8257606490872211,4,3,1,0,9,0.5895357406042742,0.4421518054532056,1
s003527,v23,379,320.1,0.8445910290237467,2,1,1,2,8,0.37488284910965325,0.18744142455482662,1
s003528,v16,316,313.3,0.9914556962025317,0,0,1,2,4,0.0,0.0,1
s003529,v25,496,313.6,0.6322580645161291,2,3,1,1,9,0.3826530612244897,0.5739795918367346,0
s003530,v27,587,504.7,0.8597955706984668,0,1,1,1,4,0.0,0.11888250445809391,1
s003531,v10,725,666.0,0.9186206896551724,0,2,1,1,6,0.0,0.1801801801801802,1
s003532,v17,857,696.5,0.8127187864644108,3,1,1,0,7,0.25843503230437903,0.08614501076812635,1
s003533,v13,844,680.2,0.8059241706161138,2,2,1,0,7,0.1764187003822405,0.1764187003822405,1
s003534,v16,316,185.0,0.5854430379746836,3,3,1,1,9,0.9729729729729729,0.9729729729729729,0
s003535,v14,716,350.1,0.4889664804469274,5,1,1,0,9,0.856898029134533,0.1713796058269066,0
s003536,v2,737,81.5,0.11058344640434192,0,0,1,0,2,0.0,0.0,0
s003537,v11,727,711.4,0.9785419532324622,2,3,1,3,10,0.1686814731515322,0.25302220972729833,1
s003538,v10,725,593.8,0.8190344827586207,4,4,1,0,10,0.4041764904008084,0.4041764904008084,1
s003539,v3,559,326.4,0.5838998211091234,4,0,0,0,5,0.7352941176470589,0.0,0
s003540,v12,320,126.7,0.3959375,3,1,1,0,5,1.420678768745067,0.473559589581689,0
s003541,v20,759,641.7,0.8454545454545456,1,1,1,0,4,0.09350163627863488,0.09350163627863488,1
s003542,v7,504,250.0,0.49603174603174605,2,1,1,0,6,0.48,0.24,0
s003543,v14,716,652.9,0.9118715083798883,2,1,1,0,6,0.18379537448307554,0.09189768724153777,1
s003544,v3,559,8.2,0.014669051878354203,2,4,1,1,9,14.634146341463415,29.26829268292683,0
s003545,v18,494,428.0,0.8663967611336032,4,4,1,0,10,0.5607476635514018,0.5607476635514018,1
s003546,v24,742,624.0,0.8409703504043127,3,3,1,2,10,0.28846153846153844,0.28846153846153844,1
s003547,v20,759,106.3,0.14005270092226613,1,1,1,2,6,0.5644402634054563,0.5644402634054563,0
s003548,v25,496,267.7,0.5397177419354838,5,5,1,2,14,1.1206574523720583,1.1206574523720583,0
s003549,v24,742,51.0,0.06873315363881402,1,1,0,1,4,1.1764705882352942,1.1764705882352942,0
s003550,v10,725,447.5,0.6172413793103448,3,2,1,0,7,0.4022346368715084,0.2681564245810056,0
s003551,v7,504,477.4,0.9472222222222222,1,2,1,1,6,0.12568077084206117,0.25136154168412234,1
s003552,v24,742,653.0,0.8800539083557951,1,1,1,0,4,0.09188361408882083,0.09188361408882083,1
s003553,v3,559,469.4,0.8397137745974955,4,4,1,1,11,0.5112910097997444,0.5112910097997444,1
s003554,v12,320,23.5,0.0734375,1,2,1,1,6,2.5531914893617023,5.1063829787234045,0
s003555,v16,316,92.2,0.2917721518987342,2,2,1,0,6,1.3015184381778742,1.3015184381778742,0
s003556,v21,779,167.2,0.2146341463414634,1,2,1,1,6,0.3588516746411483,0.7177033492822966,0
s003557,v20,759,451.9,0.5953886693017127,3,2,1,1,8,0.39831821199380396,0.265545474662536,0
s003558,v11,727,664.3,0.9137551581843191,2,1,1,0,5,0.18064127653168752,0.09032063826584376,1
s003559,v4,882,349.4,0.3961451247165533,0,2,1,1,5,0.0,0.34344590726960506,0
s003560,v8,343,13.9,0.040524781341107874,3,2,1,0,7,12.949640287769785,8.633093525179856,0
s003561,v30,334,298.8,0.8946107784431138,6,1,1,0,9,1.2048192771084336,0.2008032128514056,1
s003562,v6,446,292.7,0.6562780269058296,2,1,1,0,5,0.40997608472839087,0.20498804236419543,0
s003563,v17,857,159.4,0.18599766627771297,1,0,1,0,3,0.37641154328732745,0.0,0
s003564,v4,882,216.1,0.24501133786848073,2,0,1,0,4,0.5552984729291994,0.0,0
s003565,v26,661,630.5,0.953857791225416,1,2,1,0,5,0.09516256938937352,0.19032513877874704,1
s003566,v3,559,378.9,0.6778175313059034,1,3,1,1,8,0.15835312747426764,0.4750593824228029,0
s003567,v2,737,629.0,0.8534599728629579,4,1,1,0,8,0.3815580286168522,0.09538950715421304,1
s003568,v17,857,586.6,0.6844807467911319,0,3,1,0,6,0.0,0.3068530514831231,0
s003569,v15,752,285.0,0.37898936170212766,1,1,1,1,6,0.21052631578947367,0.21052631578947367,0
s003570,v13,844,449.6,0.5327014218009479,2,1,1,0,5,0.2669039145907473,0.13345195729537365,0
s003571,v28,578,332.8,0.5757785467128028,6,1,1,0,9,1.0817307692307692,0.18028846153846154,0
s003572,v27,587,53.3,0.0908006814310051,2,1,1,0,5,2.25140712945591,1.125703564727955,0
s003573,v27,587,318.6,0.5427597955706985,1,1,0,0,4,0.18832391713747645,0.18832391713747645,0
s003574,v14,716,309.7,0.43254189944134075,1,0,1,0,3,0.19373587342589604,0.0,0
s003575,v18,494,418.3,0.8467611336032389,5,2,1,1,10,0.7171886206072197,0.28687544824288785,1
s003576,v6,446,10.0,0.02242152466367713,1,3,1,0,6,6.0,18.0,0
s003577,v23,379,344.0,0.9076517150395779,1,0,1,3,6,0.1744186046511628,0.0,1
s003578,v2,737,525.8,0.7134328358208955,2,1,1,0,5,0.22822365918600232,0.11411182959300116,0
s003579,v2,737,609.0,0.8263229308005428,2,3,1,1,8,0.19704433497536944,0.29556650246305416,1
s003580,v11,727,416.8,0.573314993122421,4,3,1,3,11,0.5758157389635317,0.4318618042226487,0
s003581,v29,887,755.1,0.8512965050732807,5,1,1,1,9,0.39729837107667854,0.07945967421533572,1
s003582,v15,752,238.3,0.31688829787234046,3,0,1,4,9,0.7553503986571548,0.0,0
s003583,v7,504,494.3,0.9807539682539683,0,1,0,1,3,0.0,0.1213837750354036,1
s003584,v29,887,279.0,0.314543404735062,1,2,1,1,6,0.2150537634408602,0.4301075268817204,0
s003585,v4,882,717.6,0.8136054421768708,2,4,1,1,8,0.16722408026755853,0.33444816053511706,1
s003586,v21,779,89.8,0.11527599486521181,0,4,1,0,5,0.0,2.6726057906458798,0
s003587,v20,759,678.3,0.8936758893280632,2,1,1,0,6,0.17691287041132242,0.08845643520566121,1
s003588,v25,496,10.6,0.021370967741935483,5,1,1,0,9,28.30188679245283,5.660377358490566,0
s003589,v23,379,330.6,0.8722955145118734,2,2,1,0,6,0.36297640653357527,0.36297640653357527,1
s003590,v7,504,456.3,0.9053571428571429,4,1,1,0,7,0.5259697567389875,0.13149243918474687,1
s003591,v15,752,56.0,0.07446808510638298,1,2,1,0,5,1.0714285714285714,2.142857142857143,0
s003592,v3,559,476.9,0.8531305903398926,5,0,1,0,7,0.6290626965820927,0.0,1
s003593,v25,496,48.3,0.0973790322580645,1,0,1,0,3,1.2422360248447206,0.0,0
s003594,v17,857,31.9,0.037222870478413064,3,3,1,0,8,5.6426332288401255,5.6426332288401255,0
s003595,v7,504,483.8,0.959920634920635,3,3,1,1,9,0.3720545680033071,0.3720545680033071,1
s003596,v26,661,86.0,0.13010590015128592,2,2,1,1,8,1.3953488372093024,1.3953488372093024,0
s003597,v15,752,741.4,0.9859042553191489,3,0,1,0,5,0.2427839223091449,0.0,1
s003598,v3,559,354.7,0.634525939177102,1,2,1,1,5,0.16915703411333521,0.33831406822667043,0
s003599,v9,298,252.8,0.8483221476510068,0,1,1,1,5,0.0,0.2373417721518987,1
s003600,v13,844,10.2,0.012085308056872038,4,3,1,0,9,23.529411764705884,17.647058823529413,0
s003601,v21,779,24.1,0.030937098844672658,4,4,1,1,12,9.95850622406639,9.95850622406639,0
s003602,v11,727,538.9,0.7412654745529573,2,3,1,0,7,0.2226758211170904,0.3340137316756356,0
s003603,v23,379,309.2,0.8158311345646437,3,2,1,1,8,0.5821474773609314,0.38809831824062097,1
s003604,v9,298,269.4,0.9040268456375838,2,1,1,0,5,0.44543429844098004,0.22271714922049002,1
s003605,v27,587,449.8,0.7662691652470187,0,1,1,1,4,0.0,0.1333926189417519,0
s003606,v4,882,264.4,0.29977324263038546,2,1,1,0,5,0.4538577912254161,0.22692889561270804,0
s003607,v23,379,183.1,0.4831134564643799,5,2,1,0,9,1.638448935008192,0.6553795740032768,0
s003608,v27,587,484.91299658624666,0.8260868766375582,3,2,1,3,12,0.3712006097324413,0.24746707315496086,1
s003609,v4,882,322.3,0.36541950113378685,3,1,0,1,7,0.5584858827179646,0.1861619609059882,0
s003610,v1,244,113.1,0.4635245901639344,2,2,1,1,7,1.0610079575596818,1.0610079575596818,0
s003611,v24,742,73.6,0.09919137466307276,3,0,1,0,5,2.4456521739130435,0.0,0
s003612,v10,725,594.6,0.8201379310344827,6,0,1,0,8,0.6054490413723511,0.0,1
s003613,v18,494,69.4,0.14048582995951417,4,2,1,0,8,3.4582132564841497,1.7291066282420748,0
s003614,v29,887,106.9,0.12051860202931229,2,1,1,1,6,1.1225444340505144,0.5612722170252572,0
s003615,v9,298,153.0,0.5134228187919463,2,3,1,2,9,0.7843137254901962,1.1764705882352942,0
s003616,v18,494,204.6,0.41417004048582995,2,3,0,0,6,0.5865102639296188,0.8797653958944283,0
s003617,v29,887,452.9,0.510597519729425,2,3,1,2,9,0.2649591521307132,0.3974387281960698,0
s003618,v8,343,9.8,0.028571428571428574,4,1,1,0,7,24.489795918367342,6.1224489795918355,0
s003619,v24,742,156.5,0.21091644204851753,2,1,1,0,5,0.7667731629392971,0.38338658146964855,0
s003620,v9,298,136.9,0.4593959731543624,2,2,1,0,6,0.8765522279035792,0.8765522279035792,0
s003621,v14,716,468.5,0.6543296089385475,3,4,1,0,9,0.384204909284952,0.512273212379936,0
s003622,v26,661,87.7,0.13267776096822995,2,0,1,0,4,1.3683010262257698,0.0,0
s003623,v6,446,391.81427050431705,0.8785073329693207,1,2,0,0,4,0.15313377923364566,0.3062675584672913,1
s003624,v15,752,247.3,0.32885638297872344,4,1,1,0,8,0.9704811969268095,0.24262029923170236,0
s003625,v18,494,208.8,0.42267206477732794,1,0,1,0,3,0.28735632183908044,0.0,0
s003626,v13,844,60.1,0.0712085308056872,3,0,1,0,5,2.995008319467554,0.0,0
s003627,v19,493,48.54841544149701,0.09847548771094729,3,2,1,1,8,3.7076390313275613,2.4717593542183742,0
s003628,v3,559,329.7,0.5898032200357781,2,2,1,0,6,0.36396724294813465,0.36396724294813465,0
s003629,v14,716,705.7,0.9856145251396649,2,5,1,1,10,0.17004392801473714,0.42510982003684283,1
s003630,v28,578,552.9,0.9565743944636678,1,1,1,0,5,0.10851871947911015,0.10851871947911015,1
s003631,v14,716,359.6,0.5022346368715084,2,1,1,2,7,0.3337041156840934,0.1668520578420467,0
s003632,v13,844,699.1,0.8283175355450237,1,1,1,0,4,0.08582463166928908,0.08582463166928908,1
s003633,v11,727,94.4,0.1298486932599725,2,0,1,1,5,1.271186440677966,0.0,0
s003634,v27,587,280.3,0.47751277683134585,4,1,1,0,7,0.856225472707813,0.21405636817695325,0
s003635,v22,323,290.7,0.8999999999999999,2,0,1,0,4,0.412796697626419,0.0,1
s003636,v5,540,393.8,0.7292592592592593,2,4,1,1,9,0.3047232097511427,0.6094464195022854,0
s003637,v7,504,280.7,0.5569444444444445,1,1,1,0,4,0.2137513359458497,0.2137513359458497,0
s003638,v25,496,490.3,0.988508064516129,3,3,1,0,8,0.3671221700999388,0.3671221700999388,1
s003639,v20,759,455.3,0.5998682476943347,1,0,1,0,4,0.13178124313639358,0.0,0
s003640,v1,244,127.4,0.5221311475409837,1,3,1,2,8,0.47095761381475665,1.41287284144427,0
s003641,v5,540,5.8,0.01074074074074074,2,0,1,1,5,20.689655172413794,0.0,0
s003642,v27,587,579.4,0.9870528109028961,1,3,1,0,6,0.10355540214014498,0.31066620642043496,1
s003643,v1,244,118.5,0.48565573770491804,3,3,1,3,11,1.5189873417721518,1.5189873417721518,0
s003644,v23,379,312.6,0.824802110817942,0,2,1,1,6,0.0,0.3838771593090211,1
s003645,v3,559,42.0,0.07513416815742398,2,2,1,0,6,2.857142857142857,2.857142857142857,0
s003646,v5,540,474.7,0.879074074074074,2,3,1,0,7,0.2527912365704656,0.37918685485569836,1
s003647,v15,752,192.4,0.25585106382978723,2,5,0,2,10,0.6237006237006237,1.5592515592515592,0
s003648,v21,779,675.8,0.8675224646983312,2,0,1,0,4,0.17756732761171948,0.0,1
s003649,v27,587,58.8,0.10017035775127768,2,6,1,0,10,2.0408163265306123,6.122448979591836,0
s003650,v30,334,149.9,0.4488023952095809,4,4,1,1,11,1.601067378252168,1.601067378252168,0
s003651,v26,661,189.7,0.2869894099848714,6,0,1,1,9,1.8977332630469161,0.0,0
s003652,v3,559,538.4,0.9631484794275491,4,5,1,1,13,0.4457652303120357,0.5572065378900446,1
s003653,v22,323,176.7,0.5470588235294117,2,3,1,2,9,0.6791171477079797,1.0186757215619695,0
s003654,v28,578,550.8,0.9529411764705882,1,0,1,0,3,0.10893246187363835,0.0,1
s003655,v17,857,571.7,0.6670945157526255,3,2,1,1,9,0.31485044603813184,0.20990029735875457,0
s003656,v21,779,677.2,0.8693196405648268,1,7,1,1,11,0.08860011813349083,0.6202008269344359,1
s003657,v23,379,41.9,0.11055408970976253,3,2,1,0,8,4.295942720763723,2.863961813842482,0
s003658,v18,494,228.6,0.46275303643724697,4,2,0,0,7,1.0498687664041995,0.5249343832020997,0
s003659,v23,379,375.2,0.9899736147757255,2,0,0,1,4,0.31982942430703626,0.0,1
s003660,v19,493,445.8,0.9042596348884382,1,2,1,1,6,0.1345895020188425,0.269179004037685,1
s003661,v22,323,211.7,0.6554179566563467,4,2,1,0,7,1.1336797354747283,0.5668398677373642,0
s003662,v25,496,308.3,0.6215725806451613,4,2,1,0,8,0.7784625364904314,0.3892312682452157,0
s003663,v17,857,776.9,0.9065344224037339,5,2,1,1,11,0.38615008366585146,0.1544600334663406,1
s003664,v10,725,38.4,0.05296551724137931,1,1,1,0,4,1.5625,1.5625,0
s003665,v8,343,26.6,0.07755102040816327,4,3,1,0,11,9.022556390977444,6.7669172932330826,0
s003666,v27,587,310.5,0.5289608177172062,1,10,1,0,13,0.1932367149758454,1.9323671497584543,0
s003667,v18,494,276.0,0.5587044534412956,3,4,1,2,11,0.6521739130434783,0.8695652173913044,0
s003668,v15,752,199.8,0.2656914893617021,0,1,1,1,4,0.0,0.3003003003003003,0
s003669,v2,737,107.0,0.1451831750339213,1,2,1,0,5,0.5607476635514018,1.1214953271028036,0
s003670,v14,716,546.8836210027457,0.7638039399479689,2,1,1,1,6,0.21942511238492096,0.10971255619246048,0
s003671,v13,844,765.2,0.9066350710900475,4,2,1,0,8,0.3136434918975431,0.15682174594877155,1
s003672,v14,716,11.5,0.01606145251396648,1,3,1,0,6,5.217391304347826,15.652173913043477,0
s003673,v30,334,283.7,0.8494011976047904,4,1,1,0,8,0.8459640465280225,0.21149101163200562,1
s003674,v25,496,438.8,0.8846774193548387,4,2,1,0,8,0.5469462169553327,0.27347310847766637,1
s003675,v16,316,306.1,0.9686708860759494,6,1,1,0,10,1.1760862463247304,0.19601437438745506,1
s003676,v15,752,632.6,0.8412234042553192,3,2,1,1,8,0.28453999367688904,0.18969332911792602,1
s003677,v10,725,703.1,0.9697931034482759,3,2,1,0,7,0.2560091025458683,0.17067273503057886,1
s003678,v13,844,261.0,0.30924170616113744,2,0,1,1,5,0.4597701149425288,0.0,0
s003679,v14,716,293.0,0.4092178770949721,0,3,1,3,8,0.0,0.614334470989761,0
s003680,v23,379,9.0,0.023746701846965697,2,2,1,0,6,13.333333333333334,13.333333333333334,0
s003681,v29,887,526.4,0.5934611048478016,2,1,1,1,6,0.22796352583586627,0.11398176291793313,0
s003682,v30,334,320.7,0.9601796407185629,2,1,1,0,6,0.3741814780168382,0.1870907390084191,1
s003683,v25,496,18.7,0.0377016129032258,0,3,1,0,5,0.0,9.625668449197862,0
s003684,v24,742,645.7,0.8702156334231806,0,4,1,0,6,0.0,0.37168963915130865,1
s003685,v1,244,123.0,0.5040983606557377,2,2,1,1,8,0.9756097560975611,0.9756097560975611,0
s003686,v30,334,109.1,0.3266467065868263,1,3,1,0,6,0.5499541704857929,1.6498625114573788,0
s003687,v9,298,279.8,0.9389261744966443,4,3,1,3,12,0.8577555396711938,0.6433166547533953,1
s003688,v28,578,404.7,0.7001730103806229,2,2,1,1,7,0.2965159377316531,0.2965159377316531,0
s003689,v27,587,478.7,0.8155025553662691,4,1,1,0,7,0.50135784416127,0.1253394610403175,1
s003690,v28,578,113.6,0.19653979238754324,4,2,1,0,9,2.112676056338028,1.056338028169014,0
s003691,v3,559,12.5,0.022361359570661897,3,2,1,0,7,14.399999999999999,9.6,0
s003692,v20,759,748.3,0.9859025032938076,4,1,1,0,9,0.32072698115728987,0.08018174528932247,1
s003693,v3,559,359.6,0.6432915921288015,3,2,1,0,7,0.5005561735261401,0.3337041156840934,0
s003694,v15,752,738.8,0.9824468085106383,8,4,1,0,14,0.6497022198159177,0.32485110990795885,1
s003695,v10,725,493.8,0.6811034482758621,2,2,1,0,7,0.24301336573511542,0.24301336573511542,0
s003696,v10,725,680.3,0.9383448275862069,2,1,1,0,5,0.17639276789651626,0.08819638394825813,1
s003697,v14,716,25.6,0.03575418994413408,1,2,1,1,6,2.34375,4.6875,0
s003698,v2,737,25.4,0.0344640434192673,3,3,1,0,9,7.086614173228347,7.086614173228347,0
s003699,v21,779,732.5,0.9403080872913993,4,4,1,0,10,0.32764505119453924,0.32764505119453924,1
s003700,v18,494,458.1,0.9273279352226721,6,0,1,1,9,0.7858546168958742,0.0,1
s003701,v8,343,319.6,0.9317784256559768,3,2,1,0,7,0.5632040050062578,0.37546933667083854,1
s003702,v8,343,263.2,0.7673469387755102,4,2,1,1,10,0.9118541033434651,0.45592705167173253,0
s003703,v28,578,277.6,0.48027681660899657,1,4,1,0,7,0.21613832853025935,0.8645533141210374,0
s003704,v14,716,316.7,0.44231843575418994,3,2,1,0,6,0.5683612251341964,0.3789074834227976,0
s003705,v23,379,209.0,0.5514511873350924,2,2,1,0,6,0.5741626794258373,0.5741626794258373,0
s003706,v28,578,66.0,0.11418685121107267,2,0,1,2,6,1.8181818181818181,0.0,0
s003707,v20,759,681.1,0.897364953886693,8,2,1,0,12,0.7047423285861107,0.17618558214652769,1
s003708,v5,540,462.2,0.8559259259259259,3,1,1,0,6,0.3894418000865426,0.1298139333621809,1
s003709,v27,587,353.3,0.6018739352640545,1,4,1,0,7,0.16982734220209453,0.6793093688083781,0
s003710,v13,844,116.4,0.13791469194312797,1,1,1,1,5,0.5154639175257731,0.5154639175257731,0
s003711,v12,320,35.1,0.10968750000000001,1,2,0,0,3,1.709401709401709,3.418803418803418,0
s003712,v23,379,357.8303796952692,0.9441434820455651,3,4,1,0,10,0.5030316323429253,0.6707088431239003,1
s003713,v10,725,122.2,0.16855172413793104,1,4,1,0,9,0.4909983633387889,1.9639934533551555,0
s003714,v14,716,49.3,0.06885474860335195,1,0,1,0,5,1.2170385395537526,0.0,0
s003715,v22,323,265.6,0.8222910216718267,2,0,1,2,7,0.45180722891566266,0.0,1
s003716,v16,316,7.1,0.022468354430379745,2,0,1,0,4,16.901408450704224,0.0,0
s003717,v3,559,471.0,0.8425760286225402,2,2,1,0,6,0.25477707006369427,0.25477707006369427,1
s003718,v21,779,170.7,0.21912708600770217,2,4,1,0,8,0.70298769771529,1.40597539543058,0
s003719,v22,323,214.1,0.6628482972136223,2,5,1,1,10,0.560485754320411,1.4012143858010275,0
s003720,v22,323,189.9,0.5879256965944273,2,1,1,1,6,0.631911532385466,0.315955766192733,0
s003721,v13,844,670.6,0.7945497630331754,0,3,1,0,5,0.0,0.26841634357291977,0
s003722,v18,494,487.7,0.987246963562753,6,5,1,2,15,0.7381587041213861,0.6151322534344884,1
s003723,v5,540,434.6,0.8048148148148149,1,1,1,0,4,0.13805798435342842,0.13805798435342842,1
s003724,v19,493,414.1,0.8399594320486816,0,1,1,1,5,0.0,0.14489253803429122,1
s003725,v10,725,721.5,0.9951724137931034,3,3,1,2,10,0.24948024948024947,0.24948024948024947,1
s003726,v8,343,247.4,0.7212827988338193,5,4,1,0,10,1.2126111560226356,0.9700889248181084,0
s003727,v24,742,227.2,0.306199460916442,1,3,1,0,6,0.2640845070422535,0.7922535211267606,0
s003728,v3,559,521.6,0.9330948121645797,2,0,1,0,5,0.23006134969325154,0.0,1
s003729,v22,323,34.5,0.10681114551083591,5,3,1,0,10,8.695652173913045,5.217391304347826,0
s003730,v18,494,226.4,0.45829959514170043,3,2,1,0,7,0.7950530035335689,0.5300353356890459,0
s003731,v27,587,275.8,0.4698466780238501,2,1,1,1,6,0.43509789702683105,0.21754894851341552,0
s003732,v19,493,238.7,0.4841784989858012,1,2,1,1,5,0.25136154168412234,0.5027230833682447,0
s003733,v30,334,264.4,0.7916167664670658,4,2,1,0,8,0.9077155824508322,0.4538577912254161,0
s003734,v17,857,625.9,0.7303383897316219,3,2,1,2,8,0.2875858763380732,0.19172391755871546,0
s003735,v18,494,199.1,0.40303643724696353,7,4,1,0,13,2.109492717227524,1.2054244098442994,0
s003736,v16,316,27.4,0.08670886075949366,0,3,1,0,5,0.0,6.569343065693431,0
s003737,v7,504,432.8,0.8587301587301588,1,2,1,0,6,0.1386321626617375,0.277264325323475,1
s003738,v7,504,475.6,0.9436507936507937,2,1,1,1,6,0.2523128679562658,0.1261564339781329,1
s003739,v15,752,16.7,0.022207446808510636,3,1,1,0,6,10.778443113772456,3.5928143712574854,0
